callsign,Column1,icao24,origin,destination,firstseen
DAL2757,,a37eff,KSFO,KLAX,3/11/2020
ICE630,,4cc27f,KBOS,BIKF,3/11/2020
GTI4531,,a25188,PANC,KPAE,3/11/2020
ASQ4407,,a7dbaa,KORD,KDCA,3/11/2020
AAL2733,,ab5fc9,KLAX,KDFW,3/11/2020
GJS4550,,a665c5,KORD,,3/11/2020
ASH5888,,a24ec1,KPHX,KBUR,3/11/2020
AAL2496,,ab2ae0,KDCA,,3/11/2020
JBU191,,a15b77,KBOS,KTPA,3/11/2020
UAL350,,ab8cc1,KORD,KSAT,3/11/2020
SKW5983,,ac9fbe,KORD,IA25,3/11/2020
DAL2216,,a3f7b8,KATL,KABQ,3/11/2020
RPA4518,,a07bef,KDCA,,3/11/2020
ASA839,,a7b3c2,KSEA,,3/11/2020
ASH6132,,ac03ef,KIAH,KCLT,3/11/2020
AAL225,,ad306e,KBOS,KPHL,3/11/2020
DAL846,,ad7282,KORD,KLGA,3/11/2020
ASA428,,a83988,KSEA,KLAX,3/11/2020
JIA5599,,a69f9d,KDCA,,3/11/2020
GJS4534,,a6f28c,KORD,KTUL,3/11/2020
SWA1686,,ad41cd,KSFO,KDEN,3/11/2020
UAL2094,,aaa5ae,KIAH,KLGA,3/11/2020
AAL1525,,a098f6,KDFW,,3/11/2020
AAL2366,,ac8cf1,KORD,KATL,3/11/2020
UAL429,,a23a28,KIAH,,3/11/2020
SWA154,,a4c8a3,KSEA,KSMF,3/11/2020
UAL2046,,a6246e,KORD,KSFF,3/11/2020
CPZ6046,,a1a218,KLAX,KIAH,3/11/2020
AWI4833,,a593a0,KORD,KMYJ,3/11/2020
JSX425,,a27614,KPHX,KOAK,3/11/2020
DAL1957,,ace60c,KSEA,PANC,3/11/2020
SWA3980,,a5a30a,KATL,KLAX,3/11/2020
DAL2302,,ad2af2,KATL,PA76,3/11/2020
ASQ4190,,a0e02a,KIAH,KECP,3/11/2020
UAL518,,a46d4a,KORD,KPDX,3/11/2020
RPA4562,,a04aa9,KDCA,KRDU,3/11/2020
SWA3549,,a26c12,KPHX,KAUS,3/11/2020
GJS4562,,a6dff9,KORD,,3/11/2020
ASA26,,a3649a,KSEA,KORD,3/11/2020
AAL2134,,aa2701,KBOS,KDCA,3/11/2020
HAL9,,a410b3,KLAX,,3/11/2020
DAL2010,,a3a8ba,KATL,KDFW,3/11/2020
AAL2679,,ab4ea8,KDCA,KORD,3/11/2020
ASH6054,,abdcb7,KIAH,KMCI,3/11/2020
SKW5390,,a0abc5,KORD,KCWA,3/11/2020
UPS885,,a5adfe,KPHX,KABQ,3/11/2020
UAL1547,,a2c35b,KORD,,3/11/2020
EDV5312,,a32f82,KDFW,32II,3/11/2020
DAL890,,a3f120,KSEA,KORD,3/11/2020
FFT2416,,a37a02,KPHX,KCLE,3/11/2020
UAL2157,,a10e29,KIAH,KSNA,3/11/2020
DAL58,,ab6851,KBOS,EGLL,3/11/2020
GJS4535,,a6d27b,KORD,KMSN,3/11/2020
UAL1098,,ab77d5,KORD,KMIA,3/11/2020
DAL1067,,a8e279,KATL,KRSW,3/11/2020
ASH6324,,abb5a2,KIAH,,3/11/2020
VTE3304,,a115ba,KPHX,,3/11/2020
EDV4931,,a35ab8,KATL,,3/11/2020
UAL220,,a8d4ef,KORD,KMSP,3/11/2020
ASQ4113,,a0c692,KORD,KTYS,3/11/2020
AAL2150,,aae5a9,KDCA,KBOS,3/11/2020
ASA103,,a613e0,KSEA,,3/11/2020
DAL1381,,a6ec52,KLAX,,3/11/2020
RPA4439,,a517dc,KATL,KLGA,3/11/2020
UAL2329,,a8fc73,KORD,KEWR,3/11/2020
RPA6071,,a1b449,KBOS,KLGA,3/11/2020
AAL248,,a17527,KLAX,KLAS,3/11/2020
ASQ4109,,a0ef27,KIAH,,3/11/2020
UAL2031,,a8fc72,KSFO,KDEN,3/11/2020
DAL2143,,a42e13,KPHX,KCVG,3/11/2020
DAL2428,,ab6020,KATL,II55,3/11/2020
SKV7598,,c00fab,KORD,CYUL,3/11/2020
RPA5970,,ab1d06,KBOS,KMCI,3/11/2020
DAL2803,,a3d122,KLAX,KSFO,3/11/2020
RPA3466,,a9a97f,KDFW,KEWR,3/11/2020
UAL1847,,a224fa,KIAH,,3/11/2020
SKW5289,,a0205c,KSFO,KXNA,3/11/2020
BAW51B,,4007f6,KBOS,EGLL,3/11/2020
RPA3401,,a8a0d9,KATL,KEWR,3/11/2020
CPZ6045,,a1b4ab,KSFO,KLAX,3/11/2020
UAL1747,,a2b8c5,KIAH,KLAX,3/11/2020
JIA5408,,a1c5fd,KDCA,KGRR,3/11/2020
ASQ4224,,a0e02c,KIAH,,3/11/2020
DAL1678,,a443e8,KLAX,KDFW,3/11/2020
DAL2984,,a013ee,KSFO,KSEA,3/11/2020
AAL86,,aaf828,KORD,EGLL,3/11/2020
SKW5865,,a6192b,KSFO,KSBP,3/11/2020
ASH6057,,ab663f,KIAH,KMKE,3/11/2020
JBU6109,,a689b8,KBOS,KEWR,3/11/2020
UAL1749,,aa56db,KSFO,,3/11/2020
ENY3698,,a2f6b3,KDFW,,3/11/2020
UAL214,,a50119,KSEA,KSFO,3/11/2020
SWA3524,,aac4bb,KPHX,KDEN,3/11/2020
UAL1170,,a94b4d,KLAX,,3/11/2020
SKW5666,,abd29f,KORD,KCOS,3/11/2020
ASQ4250,,a10785,KIAH,,3/11/2020
RPA3487,,abc69c,KIAH,KCMH,3/11/2020
DAL1978,,a45051,KATL,VA80,3/11/2020
AAL425,,a8a319,KPHX,KLAS,3/11/2020
JBU333,,ad60b7,KBOS,KSFO,3/11/2020
ASQ4274,,a01ab2,KDCA,KEWR,3/11/2020
SWA528,,abaa1a,KATL,,3/11/2020
AAL1062,,a3b4d6,KORD,KSTL,3/11/2020
ASH6106,,ac52f2,KIAH,K10G,3/11/2020
AAL1076,,adc8e7,KDFW,KBNA,3/11/2020
NKS1168,,a82298,KPHX,KORD,3/11/2020
DAL805,,acb82c,KORD,KATL,3/11/2020
AAL1292,,a09cad,KLAX,KBNA,3/11/2020
EJA143,,a0af44,KSFO,KHND,3/11/2020
JBU1165,,a752ea,KBOS,KRSW,3/11/2020
ASH6245,,abdc92,KIAH,KCLT,3/11/2020
UAL1955,,ab4c9f,KIAH,KDCA,3/11/2020
SKW5327,,ac8e89,KSFO,KBOI,3/11/2020
ASQ4151,,a7f096,KORD,,3/11/2020
RPA3712,,a846b6,KIAH,32II,3/11/2020
DAL2386,,acd4d7,KATL,KEWR,3/11/2020
AAL1095,,a6ec56,KLAX,KSFO,3/11/2020
ASA626,,a6ca7f,KSEA,KLAS,3/11/2020
SKW5317,,a9ff49,KLAX,KCOS,3/11/2020
DAL2187,,a78605,KATL,KLAS,3/11/2020
UAL483,,a94bfc,KORD,KPHX,3/11/2020
NKS295,,a65170,KORD,KIAH,3/11/2020
ASH6053,,abb537,KIAH,,3/11/2020
SKW5218,,a0fe7a,KIAH,KSLC,3/11/2020
EDV5099,,acba30,KORD,KRDU,3/11/2020
SKW5695,,a0fac3,KSFO,KMCI,3/11/2020
ASA853,,a5320b,KSEA,,3/11/2020
UAL454,,aa7e7c,KLAX,,3/11/2020
DAL1204,,a3b028,KATL,KDTW,3/11/2020
DAL2239,,ad9293,KATL,24FL,3/11/2020
ASH5813,,aca60d,KPHX,KSTS,3/11/2020
UAL1776,,a5fcef,KIAH,KPHL,3/11/2020
SWA494,,aab9aa,KLAX,KBWI,3/11/2020
QXE2015,,a891e5,KSEA,KSAN,3/11/2020
GJS4512,,a6bc31,KORD,,3/11/2020
SKW5954,,a09e47,KIAH,,3/11/2020
ASH6208,,ac2bb6,KIAH,,3/11/2020
ASQ4201,,a0b88e,KIAH,,3/11/2020
EDV5354,,a15795,KATL,,3/11/2020
AAL301,,ad2c19,KDCA,KDFW,3/11/2020
DAL74,,ab4c1d,KATL,EHAM,3/11/2020
UAL1422,,a085a4,KSFO,KIAH,3/11/2020
DAL2738,,a3d87d,KLAX,KMCI,3/11/2020
RPA6036,,ac0a75,KBOS,KCLE,3/11/2020
ASA1936,,a420bb,KSFO,KLAX,3/11/2020
AAL2855,,ad2736,KDFW,MROC,3/11/2020
ASA831,,a7888c,KSEA,,3/11/2020
UPS601,,a3500f,KORD,KSDF,3/11/2020
EDV5293,,aceb76,KATL,KTYS,3/11/2020
RPA5912,,a1be10,KORD,KBOS,3/11/2020
UAL1044,,a98d7e,KIAH,KLAS,3/11/2020
ASQ4142,,a15666,KIAH,KXNA,3/11/2020
DAL1129,,ad8b69,KATL,KPLR,3/11/2020
UAL2432,,a097e9,KORD,KORD,3/11/2020
ASQ4023,,a041ca,KIAH,,3/11/2020
SKW5887,,acdd87,KSFO,KAVQ,3/11/2020
UAE212,,896472,KIAH,OMDB,3/11/2020
ASA437,,a68e81,KLAX,KSEA,3/11/2020
LOF4708,,a11fc6,KORD,IN30,3/11/2020
DAL1445,,ad3c27,KATL,,3/11/2020
SWA657,,abc504,KPHX,KMDW,3/11/2020
NKS245,,a8a7f1,KORD,KLAS,3/11/2020
ASA1756,,a2deb3,KSEA,KSFO,3/11/2020
LOF4729,,a0330a,KORD,41MO,3/11/2020
SKW3024,,a973e0,KLAX,UT13,3/11/2020
DAL1200,,a45ba2,KATL,KBOS,3/11/2020
ASA1757,,a411df,KSFO,KSEA,3/11/2020
UAL2086,,a600a6,KIAH,KLAS,3/11/2020
SKW3644,,aca9b6,KATL,,3/11/2020
UAL1902,,a83787,KIAH,MGGT,3/11/2020
SKW5045,,ada6b9,KORD,KMBS,3/11/2020
ASQ4088,,a05ab3,KORD,,3/11/2020
AAL1547,,acf486,KDFW,,3/11/2020
ROU1891,,c058b4,KPHX,CYUL,3/11/2020
EDV5455,,a336f0,KATL,CYUL,3/11/2020
SKW5909,,a09322,KLAX,KBOI,3/11/2020
UAL530,,a837a7,KIAH,KSAT,3/11/2020
SKW3807,,a26f6f,KLAX,KSAT,3/11/2020
ASH6160,,abdc76,KIAH,SC43,3/11/2020
SKW3739,,a915f3,KATL,6AR8,3/11/2020
UAL1437,,a53006,KORD,KIAH,3/11/2020
UAL1105,,a9d5a2,KIAH,49OH,3/11/2020
DAL569,,ab58b2,KATL,KMSP,3/11/2020
AAL9679,,aae1ea,KORD,KDFW,3/11/2020
UAL1789,,a44520,KIAH,KMCF,3/11/2020
ASH6088,,ac537f,KIAH,,3/11/2020
BAW45B,,406f78,KBOS,EGLL,3/11/2020
ASH6100,,ac2c23,KIAH,KRYN,3/11/2020
ASH6090,,ab8d76,KIAH,KATL,3/11/2020
DAL1090,,acad4b,KATL,KSDF,3/11/2020
UAL1488,,a46c9a,KIAH,KBWI,3/11/2020
SKW3384,,a1878a,KSFO,KPSP,3/11/2020
AWI3888,,a5c725,KORD,,3/11/2020
UAL8164,,a31a56,KSFO,KORD,3/11/2020
ENY3532,,a920f4,KORD,,3/11/2020
EDV5226,,a19357,KATL,2IS9,3/11/2020
JBU1387,,ad7ab8,KBOS,KLAX,3/11/2020
NKS1906,,ac77d0,KIAH,KDTW,3/11/2020
UAL2146,,aa2b79,KIAH,KMIA,3/11/2020
SWA1576,,abe4b9,KDCA,KATL,3/11/2020
RVF906,,ac2d16,PANC,,3/11/2020
UAL278,,a2615e,KORD,KAUS,3/11/2020
SKW5570,,acf62a,KIAH,,3/11/2020
ASA95,,a4b7d7,KSEA,PANC,3/11/2020
AFR689,,3.95E+09,KATL,LFPG,3/11/2020
JBU1431,,a37df6,KBOS,KLGA,3/11/2020
UPS611,,a5a2d9,KORD,KPHL,3/11/2020
DAL1806,,abde0b,KSFO,KLAX,3/11/2020
JBU207,,ab355c,KSEA,KLGB,3/11/2020
JBU2090,,a2d27c,KDCA,KBOS,3/11/2020
ASQ4466,,a116a7,KIAH,,3/11/2020
NKS246,,a87cbb,KBOS,,3/11/2020
ASA1791,,acc3bd,KLAX,KPDX,3/11/2020
SKW3077,,aa2d14,KORD,,3/11/2020
DAL2255,,aa7fa1,KATL,OH22,3/11/2020
RPA3562,,a9eeb6,KIAH,6IN6,3/11/2020
UAL2038,,a9d62e,KIAH,KAUS,3/11/2020
DAL2213,,a3a990,KPHX,KU42,3/11/2020
DAL1577,,ac66d5,KATL,KHOU,3/11/2020
AAL1318,,aa3994,KORD,KIAH,3/11/2020
ATN3808,,a49ce2,KSEA,KCCB,3/11/2020
DAL3083,,accd18,KATL,,3/11/2020
SKW5591,,ace74e,KLAX,KFAT,3/11/2020
ENY3485,,a24782,KORD,KCMH,3/11/2020
DAL3064,,a700ac,KATL,KLAX,3/11/2020
ASH6312,,abb59f,KIAH,,3/11/2020
UAL1714,,a03618,KIAH,KIAD,3/11/2020
AAL1446,,ace6e2,KDFW,KTUL,3/11/2020
JBU2679,,a21f94,KBOS,KEWR,3/11/2020
ASH6071,,ac2bd9,KIAH,KMSP,3/11/2020
QXE2448,,a8469e,KSEA,KSEA,3/11/2020
DAL1814,,ade943,KATL,9NC9,3/11/2020
DAL766,,a44988,KATL,MI47,3/11/2020
ASH6112,,a669f9,KIAH,KDTW,3/11/2020
CPZ5705,,a841bd,KLAX,KSJC,3/11/2020
SWA2774,,abc432,KATL,KLAS,3/11/2020
DAL2304,,a42a5c,KATL,KTPA,3/11/2020
UAL1784,,aa56d5,KSFO,KPDX,3/11/2020
UAL1163,,a05a03,KBOS,KSFO,3/11/2020
UAL2358,,a445f0,KSFO,KAUS,3/11/2020
ASH5842,,ad20c5,KDFW,KMLI,3/11/2020
SWA294,,aa7e16,KPHX,KU42,3/11/2020
SKW3490,,a4bd24,KSEA,KFAT,3/11/2020
UAL2016,,ac234f,KIAH,KDEN,3/11/2020
AAL2474,,adbb39,KDFW,KRSW,3/11/2020
ENY3460,,a26793,KORD,,3/11/2020
DAL2174,,aca226,KATL,,3/11/2020
UAL411,,a44611,KORD,KLAX,3/11/2020
SKW5774,,a5b18a,KIAH,,3/11/2020
NKS734,,aca306,KDFW,KDTW,3/11/2020
DAL2266,,ab7a21,KATL,KSFO,3/11/2020
EDV4852,,ac61b1,KATL,,3/11/2020
AAL41,,ad6c3b,KORD,KDFW,3/11/2020
DLH453,,3c6516,KLAX,EDDM,3/11/2020
DAL958,,ad4b03,KATL,,3/11/2020
UAL1867,,a3a086,KIAH,KEWR,3/11/2020
AAL1691,,a886bf,KORD,KDCA,3/11/2020
SKW3212,,a7d7b5,KORD,KBNA,3/11/2020
RPA3555,,a9f87d,KIAH,KSTL,3/11/2020
DAL1953,,ac8d34,KATL,IA85,3/11/2020
AAL2251,,ad3d4e,KDFW,KBWI,3/11/2020
ASA646,,a61f05,KSEA,KPHX,3/11/2020
UAL481,,a81001,KLAX,KSFO,3/11/2020
ASH6347,,ac5314,KIAH,KDFW,3/11/2020
NKS955,,a68414,KLAX,KOAK,3/11/2020
ENY3626,,a94105,KORD,2MO1,3/11/2020
SWA975,,a9f7d2,KPHX,KSTL,3/11/2020
JBU1841,,a24aca,KBOS,KCLE,3/11/2020
DAL491,,ac90eb,KATL,,3/11/2020
UAL1742,,aa3ae4,KORD,KSFO,3/11/2020
ASQ4333,,a0b888,KIAH,1MU0,3/11/2020
DAL479,,a339b4,KPHX,KMSP,3/11/2020
NKS805,,a6ab93,KATL,KLAS,3/11/2020
QXE2515,,a4bcf1,KSEA,,3/11/2020
AAL963,,aa4548,KDFW,SBGR,3/11/2020
NKS500,,a8955e,KIAH,KORD,3/11/2020
UAL923,,a2a3b5,KLAX,EGLL,3/11/2020
AAL1305,,a336df,KDFW,,3/11/2020
DAL1924,,ad9a45,KATL,KBWI,3/11/2020
AAL1582,,adcdcc,KORD,KMCI,3/11/2020
AAL1073,,ad8ed7,KORD,KSTL,3/11/2020
UAL1501,,ab5056,KIAH,KLGA,3/11/2020
AAL1336,,ac81d2,KDFW,FL57,3/11/2020
DAL1971,,acb102,KATL,,3/11/2020
DAL1780,,a3db5e,KATL,KSAN,3/11/2020
SKV7690,,c02e91,KORD,CYYZ,3/11/2020
UAL503,,a44565,KPHX,KORD,3/11/2020
AAL1010,,a4afbe,KDFW,KSTL,3/11/2020
JBU1301,,a3b09a,KBOS,,3/11/2020
QXE2636,,a5424a,KSEA,KVUO,3/11/2020
ASQ4438,,a0c7cc,KIAH,KTUL,3/11/2020
AAL1422,,ab2372,KDFW,,3/11/2020
SWA456,,abaaa8,KPHX,KATL,3/11/2020
RPA5868,,a23fb2,KBOS,KAGC,3/11/2020
UAL2103,,a494c5,KIAH,KX04,3/11/2020
AAL1406,,ac3558,KDFW,KSAT,3/11/2020
DAL2006,,ac9e71,KATL,,3/11/2020
EDV5259,,accf1c,KATL,KMLI,3/11/2020
ENY3507,,a948a2,KORD,KHLB,3/11/2020
UAL687,,a43ec9,KIAH,KBNA,3/11/2020
SKW5564,,a1bee0,KSFO,KMSP,3/11/2020
DAL1926,,ac21e4,KATL,KMCI,3/11/2020
AAL2097,,a17170,KORD,KPHX,3/11/2020
AAL2222,,aca309,KDFW,KDCA,3/11/2020
UAL626,,a94ae3,KORD,KPHL,3/11/2020
EDV5016,,ace7bf,KATL,,3/11/2020
AAL630,,ab5d4a,KPHX,KORD,3/11/2020
DAL2500,,ad675d,KATL,,3/11/2020
AAL1155,,acd0ca,KDFW,KRDU,3/11/2020
QXE2314,,a5135d,KSEA,CYVR,3/11/2020
JBU2235,,a64996,KBOS,KMSP,3/11/2020
ASQ4024,,a0a032,KIAH,AL72,3/11/2020
UAL2100,,a2c35a,KIAH,KFLL,3/11/2020
AAL2628,,acce3f,KDFW,KOMA,3/11/2020
AAL1244,,ad4afe,KORD,KSAN,3/11/2020
DAL2200,,a3cd6b,KBOS,KRDU,3/11/2020
AAL2881,,ad64cd,KDFW,PS67,3/11/2020
DAL2275,,a8eea1,KATL,KORF,3/11/2020
DAL1440,,a38992,KATL,KDAL,3/11/2020
SWA1436,,aa7988,KPHX,KSNA,3/11/2020
ASA510,,ab8923,KSEA,KSNA,3/11/2020
ASA359,,a85d50,KSFO,KPDX,3/11/2020
ENY3915,,a2c56d,KORD,KABQ,3/11/2020
DAL2614,,ada526,KATL,,3/11/2020
SKW3888,,acc9c7,KATL,5LL5,3/11/2020
JIA5090,,a7bc58,KDFW,KDAY,3/11/2020
EDV4900,,ac78b0,KBOS,KBUF,3/11/2020
SKW3294,,a7ff34,KORD,KGRR,3/11/2020
EIN146,,4ca86e,KSFO,EIDW,3/11/2020
ENY3949,,a28b5b,KDFW,KGOP,3/11/2020
AAL1271,,a13541,KIAH,KDFW,3/11/2020
DAL1630,,a3a155,KATL,KSAT,3/11/2020
UPS855,,a0b35c,KPHX,07KY,3/11/2020
DAL2814,,a3ec93,KATL,KLGA,3/11/2020
SKW3126,,a7ade8,KORD,OI46,3/11/2020
SWA1383,,aa7df3,KSFO,KSAN,3/11/2020
DAL1850,,ac76ea,KATL,KMSN,3/11/2020
AAL1440,,ade2b8,KORD,KSMF,3/11/2020
AAL1465,,abf78f,KORD,KSFO,3/11/2020
ASH5939,,acb8a0,KDFW,KSDF,3/11/2020
UAL46,,a2a915,KIAH,EDDF,3/11/2020
FDX1364,,aa9875,KORD,,3/11/2020
AAL2694,,ad9edf,KDFW,KIAH,3/11/2020
DAL2285,,acbe7a,KATL,86GA,3/11/2020
DAL1418,,a9327a,KATL,FL97,3/11/2020
ENY4110,,a7e145,KORD,08IL,3/11/2020
AAL1833,,ac7103,KLAX,KLAS,3/11/2020
AAL2711,,acad02,KDFW,0II9,3/11/2020
DAL863,,ac382e,KATL,,3/11/2020
ENY3529,,a20c44,KDFW,SC82,3/11/2020
DAL923,,ac8215,KATL,KRDU,3/11/2020
ENY3348,,ac90a0,KORD,IA17,3/11/2020
SWA591,,aa9d50,KDCA,KCMH,3/11/2020
AAL1222,,ab586f,KDFW,KXNA,3/11/2020
AAL845,,a149f1,KORD,KCLT,3/11/2020
SWA904,,aa779d,KPHX,KLAX,3/11/2020
ASA1146,,ab97ff,KSEA,KAUS,3/11/2020
DAL2513,,ad83fb,KATL,KMIA,3/11/2020
ASH5789,,ad5720,KDFW,KECP,3/11/2020
JBU2917,,a3f473,KBOS,KJFK,3/11/2020
AAL789,,a3244f,KORD,KSEA,3/11/2020
UAL210,,aa56b4,KATL,KEWR,3/11/2020
SKW5118,,ad504d,KLAX,,3/11/2020
UPS751,,a2682a,KDFW,KSDF,3/11/2020
DAL2396,,a44533,KPHX,KSEA,3/11/2020
SKW3470,,a154e6,KSEA,CL36,3/11/2020
ASH5724,,acc9d5,KDFW,85NC,3/11/2020
EDV5257,,a919aa,KATL,,3/11/2020
SWA3257,,ad2ce1,KBOS,KBWI,3/11/2020
SWA1459,,a1ee27,KSFO,KCCB,3/11/2020
SKW3292,,aa8859,KORD,KMSN,3/11/2020
ENY3945,,a2e57e,KORD,,3/11/2020
NKS720,,a8a43a,KLAX,KLAS,3/11/2020
DAL1928,,a79ea8,KATL,KSLC,3/11/2020
DAL528,,a44502,KSEA,UT13,3/11/2020
GJS4559,,a6cec4,KORD,KSTL,3/11/2020
NKS326,,a91700,KLAX,KIAH,3/11/2020
DAL1538,,aca950,KATL,,3/11/2020
ENY3596,,aaff9a,KDFW,,3/11/2020
ENY3797,,a283ed,KORD,,3/11/2020
DAL2579,,a3323f,KATL,KMDW,3/11/2020
DAL1011,,ac0941,KSFO,KLAX,3/11/2020
SKW3258,,a9bb70,KLAX,KPHX,3/11/2020
ENY3528,,a9033c,KORD,KY51,3/11/2020
DAL2167,,a3bda6,KATL,KPHX,3/11/2020
ASA1012,,a83f98,KSEA,KMSP,3/11/2020
AAL1371,,adca15,KDFW,,3/11/2020
AAL1758,,a40027,KDFW,KUTA,3/11/2020
ENY4136,,a8d2a8,KORD,,3/11/2020
ASA136,,a340d2,PANC,KSEA,3/11/2020
RPA3645,,a9bfc9,KATL,KORD,3/11/2020
AAL2707,,a0b8fb,KDFW,KAUS,3/11/2020
DAL1742,,a44591,KATL,6NC3,3/11/2020
ASA1793,,a8321a,KLAX,KSEA,3/11/2020
JBU1583,,a3e94e,KBOS,KRDU,3/11/2020
CPZ6052,,a1babb,KSEA,KLAX,3/11/2020
ENY3489,,ad071d,KORD,KATW,3/11/2020
UAL1094,,a2c338,KIAH,KOMA,3/11/2020
RPA3536,,a9c737,KDCA,KEWR,3/11/2020
CPZ6015,,a19e61,KSFO,KLAX,3/11/2020
ENY4057,,aaed07,KDFW,41MO,3/11/2020
AAL2256,,adb014,KDFW,KMCF,3/11/2020
SWA3427,,ab5afe,KLAX,KPHX,3/11/2020
AAL2381,,aa79f6,KORD,KMSP,3/11/2020
JBU1837,,a39089,KBOS,KDTW,3/11/2020
DAL2479,,adda23,KATL,KMDT,3/11/2020
SKW3415,,a1600b,KLAX,KSJC,3/11/2020
DAL105,,ab40f8,KATL,SBGR,3/11/2020
UAL2260,,a94b0b,KIAH,KRSW,3/11/2020
AAL846,,ad4c2a,KDFW,KDFW,3/11/2020
AAL667,,aa234a,KPHX,KMKE,3/11/2020
AAL2205,,a082ac,KLAX,,3/11/2020
ENY3765,,a91e11,KORD,,3/11/2020
RPA6140,,a1a56d,KBOS,KEWR,3/11/2020
RPA4502,,a026e1,KDCA,KMSP,3/11/2020
SWA3408,,aa922b,KLAX,KLAS,3/11/2020
DAL2604,,aaf111,KATL,KBNA,3/11/2020
SWA2670,,aacc3d,KLAX,KDAL,3/11/2020
DAL1888,,a3c514,KATL,KJFK,3/11/2020
SWA1095,,aab169,KLAX,KOAK,3/11/2020
SKW3051,,aa4322,KORD,K8C4,3/11/2020
RPA4691,,a4ddca,KDCA,KCMH,3/11/2020
DAL2013,,ad5c7e,KATL,KSYR,3/11/2020
NKS207,,a7fb19,KDFW,KLAS,3/11/2020
SWA2382,,a4c135,KPHX,KABQ,3/11/2020
SKW3613,,a24082,KSFO,UT13,3/11/2020
JBU177,,adb723,KBOS,KLAS,3/11/2020
UAE236,,89644e,KORD,OMDB,3/11/2020
FDX1223,,a75a10,KSEA,,3/11/2020
EDV4835,,a33aa7,KATL,KROA,3/11/2020
DAL1584,,ada1b3,KATL,KROC,3/11/2020
AAL568,,a8d206,KPHX,,3/11/2020
UAL2341,,a4945f,KSFO,KLAS,3/11/2020
JIA5531,,a7045b,KDFW,,3/11/2020
UAL2131,,aa5691,KIAH,KORD,3/11/2020
CPZ6059,,a1c997,KLAX,KSJC,3/11/2020
AAL1294,,a13c73,KDFW,KORD,3/11/2020
DAL3056,,acb4b3,KATL,KGRR,3/11/2020
AAL2267,,a403df,KDFW,KMCI,3/11/2020
SKW4144,,a2355d,KSEA,,3/11/2020
FDX1345,,a071ec,KSFO,,3/11/2020
ENY4106,,a7f27a,KORD,1MO9,3/11/2020
DAL2063,,a70bd1,KATL,,3/11/2020
AAL2749,,acb470,KDFW,KATL,3/11/2020
UCA4921,,a05aac,KDCA,KEWR,3/11/2020
RVF892,,ac1e3a,PANC,,3/11/2020
UPS1013,,a38dd8,KBOS,KSDF,3/11/2020
SKW3112,,abda0d,KORD,,3/11/2020
AAL1234,,ab184d,KDFW,KMKE,3/11/2020
ASA440,,a506d5,KSEA,KLAX,3/11/2020
ENY3904,,a7f9e8,KORD,WI81,3/11/2020
AAL1890,,ac97e4,KDFW,KBOS,3/11/2020
UAL1932,,a620b7,KORD,KMCI,3/11/2020
JIA5289,,a68caa,KDCA,KHPN,3/11/2020
SWA1334,,abc012,KATL,KDEN,3/11/2020
FFT1506,,a3b7cb,KATL,KMIA,3/11/2020
RPA4334,,a55f6c,KDCA,KLGA,3/11/2020
AAL2851,,aa59a5,KLAX,KOMA,3/11/2020
ENY3542,,a263dc,KDFW,,3/11/2020
GJS4574,,a690fb,KORD,KSTL,3/11/2020
AAL997,,aac337,KDFW,SAEZ,3/11/2020
DAL926,,aca996,KATL,,3/11/2020
FDX1273,,a075a3,KBOS,,3/11/2020
ASA1348,,a688ff,KSEA,KSJC,3/11/2020
AAL2697,,acd296,KDFW,KLAX,3/11/2020
AAL871,,ab5c26,KLAX,KSAT,3/11/2020
DAL1654,,ac85ce,KATL,,3/11/2020
DAL2532,,a996e1,KATL,KXNA,3/11/2020
SKW3191,,a95d96,KDFW,,3/11/2020
UAL1928,,a3a0eb,KSFO,KCMH,3/11/2020
ASH5713,,ad15a0,KPHX,,3/11/2020
AAL1535,,a10931,KDFW,KSFO,3/11/2020
FDX1610,,a0c4a1,KBOS,20II,3/11/2020
CPZ5777,,a81077,KSEA,KSNA,3/11/2020
ENY3551,,a1ed5f,KDFW,,3/11/2020
ASH5976,,acea6a,KDFW,AL72,3/11/2020
SKW3123,,ac0543,KPHX,KCOS,3/11/2020
AAL245,,a07522,KORD,KLAX,3/11/2020
AAL2093,,a68e7c,KDFW,KPHL,3/11/2020
SKW3018,,a97da7,KPHX,,3/11/2020
SKW5374,,a1099f,KSFO,UT13,3/11/2020
ENY3802,,a28f12,KDFW,KD54,3/11/2020
ENY3906,,ac6f31,KORD,KFKA,3/11/2020
ASA69,,a6ce36,KSEA,,3/11/2020
ASH5974,,ac8287,KDFW,,3/11/2020
JBU1951,,ad2f71,KBOS,,3/11/2020
GJS4563,,a6e3b0,KORD,36NC,3/11/2020
SWA1450,,ac7c52,KLAX,KSJC,3/11/2020
DAL2493,,a3dc47,KATL,KHFD,3/11/2020
AAL186,,aae960,KPHX,4MS7,3/11/2020
ASA1943,,a78ffa,KLAX,KSFO,3/11/2020
SKW5703,,a01180,KSEA,KLAX,3/11/2020
ENY4091,,acf841,KORD,3IS8,3/11/2020
AAL1774,,ac741c,KDFW,KCLT,3/11/2020
SWA263,,a29391,KPHX,KBUR,3/11/2020
AAL1455,,a0ddfb,KDFW,,3/11/2020
UAL2339,,a8102a,KORD,KPHX,3/11/2020
DAL101,,a16ff1,KATL,SAEZ,3/11/2020
ASH5825,,ac9121,KPHX,KLGB,3/11/2020
