callsign,Column1,icao24,origin,destination,firstseen
ENY4183,,a25c6e,KORD,KSTL,3/4/2020
JZA457,,c01b6c,KBOS,CYUL,3/4/2020
AAL866,,ada6ed,KORD,KPHX,3/4/2020
ENY3463,,ab9628,KDFW,,3/4/2020
DAL1258,,a12fcf,KLAX,KJFK,3/4/2020
RPA3513,,a9f87d,KDCA,KIAH,3/4/2020
ASA83,,a7ac54,KSEA,PANC,3/4/2020
QXE2619,,a52492,KSEA,KGEG,3/4/2020
AAL2723,,a336e3,KORD,KBOS,3/4/2020
JBU156,,a707a3,KBOS,,3/4/2020
AAL1045,,acd838,KORD,KSEA,3/4/2020
UAL1540,,a097cc,KIAH,,3/4/2020
SWA571,,acba1b,KATL,,3/4/2020
ENY3786,,a2ab6c,KORD,,3/4/2020
DAL2091,,a8e29c,KATL,KTPA,3/4/2020
UAL316,,a94b4b,KPHX,KIAD,3/4/2020
ASA680,,a2d38e,KSEA,KPHX,3/4/2020
DAL1464,,a3d10f,KDCA,KMSP,3/4/2020
ENY3574,,ab2719,KDFW,,3/4/2020
UAL477,,a66aa0,KBOS,KSFO,3/4/2020
ENY4150,,a91e11,KORD,KY51,3/4/2020
DAL1973,,add66c,KATL,KHOU,3/4/2020
DAL1623,,a6d3af,KLAX,KMSP,3/4/2020
UAL253,,aa6103,KIAH,,3/4/2020
GJS4501,,a6f28c,KORD,KSTL,3/4/2020
EDV5480,,a09961,KATL,,3/4/2020
ASA166,,a2d745,KSEA,02XS,3/4/2020
DAL2102,,a379cd,KATL,KBOS,3/4/2020
AAL1113,,acb470,KDFW,KSJC,3/4/2020
SKV7610,,c02e94,KORD,CYYZ,3/4/2020
RPA6128,,a1ccec,KBOS,KJFK,3/4/2020
AAL1212,,ad63a1,KDFW,KIAD,3/4/2020
HAL33,,a410b3,KLAX,,3/4/2020
RPA4486,,a537ed,KDCA,KBKL,3/4/2020
SKW5575,,a03cb6,KSFO,,3/4/2020
RPA3640,,aa23b3,KORD,KOMA,3/4/2020
DAL1286,,a49d22,KATL,KLGA,3/4/2020
AAL1915,,ad9811,KBOS,KCLT,3/4/2020
AAL313,,ac7a52,KDFW,KSAN,3/4/2020
DAL2978,,aca99c,KATL,,3/4/2020
UAL1512,,aaa590,KIAH,,3/4/2020
ENY3763,,ac76b6,KORD,KBNA,3/4/2020
RVF800,,ac3fa9,PANC,,3/4/2020
JBU2036,,a3a575,KDTW,KBOS,3/4/2020
ASA1108,,a58c2e,KLAX,KIAD,3/4/2020
ASQ4204,,a80329,KORD,KORD,3/4/2020
JBU1154,,a27600,KDCA,KBOS,3/4/2020
AAL1260,,ad2736,KDFW,KSFO,3/4/2020
AAL2169,,ab586f,KBOS,KDCA,3/4/2020
DAL414,,a8dc10,KATL,,3/4/2020
DAL1526,,a98539,KLAX,KBOS,3/4/2020
RPA3583,,a871ec,KDTW,KORD,3/4/2020
SWA1503,,a9b40d,KATL,KSAN,3/4/2020
UAL2019,,a0bf26,KORD,,3/4/2020
DAL2220,,a39ab4,KSEA,KIAD,3/4/2020
UAL203,,ab8cc1,KORD,KBNA,3/4/2020
ASH6346,,ac2bb6,KIAH,,3/4/2020
ASH6037,,a69166,KIAH,KSDF,3/4/2020
DAL551,,ac76ea,KATL,KBWI,3/4/2020
AAL1051,,ad574f,KORD,KSNA,3/4/2020
DAL2963,,ada16f,KATL,SC32,3/4/2020
SKW4014,,a55767,KATL,,3/4/2020
DAL1228,,a396fd,KLAX,60CO,3/4/2020
AAL2613,,a3d4ed,KDFW,KSNA,3/4/2020
AAL2121,,ad41a3,KBOS,KLGA,3/4/2020
ENY4064,,a29a37,KORD,KXNA,3/4/2020
SWA1433,,aa922b,KPHX,KSLC,3/4/2020
DAL2908,,a3c15d,KATL,KSAN,3/4/2020
AAL538,,a16037,KLAX,KPHX,3/4/2020
UAL1432,,a94bff,KIAH,,3/4/2020
AAL1218,,adda1e,KDCA,KPHX,3/4/2020
ASA900,,a3133c,KSEA,KBWI,3/4/2020
UAL725,,a8856d,KORD,KPHX,3/4/2020
SWA2125,,a5ce40,KLAX,KSJC,3/4/2020
DAL1215,,acc9a7,KATL,KMKE,3/4/2020
AAL1415,,ac7e15,KDFW,CYVR,3/4/2020
SWA1893,,aa06c2,KPHX,KLAS,3/4/2020
ASQ4474,,a81bcc,KORD,KDCA,3/4/2020
ASH6133,,ac047d,KIAH,,3/4/2020
RPA6057,,a1c57e,KBOS,KLGA,3/4/2020
AAL2512,,ac7581,KDTW,KMIA,3/4/2020
AAL2361,,a4dd65,KLAX,KORL,3/4/2020
AAL2483,,ad4390,KDFW,KTUS,3/4/2020
ASA1111,,a33964,KSEA,KSFO,3/4/2020
UAL625,,aaf633,KIAH,KSLC,3/4/2020
UAL739,,a0bf8c,KATL,KEWR,3/4/2020
EDV5171,,aca3e6,KDCA,KJFK,3/4/2020
DAL843,,ac5bf6,KATL,KJFK,3/4/2020
UAL501,,a58a29,KLAX,KSFO,3/4/2020
ASH6220,,a6427a,KIAH,,3/4/2020
AAL2,,a0275c,KLAX,KJFK,3/4/2020
DAL800,,a32e86,KBOS,KATL,3/4/2020
AAL2367,,ad99fc,KDFW,KSLC,3/4/2020
AAL1540,,ad9003,KSEA,KORD,3/4/2020
DAL1012,,a91d8e,KATL,,3/4/2020
ENY4114,,acf841,KORD,,3/4/2020
GTI8267,,a5d87a,KORD,KMIA,3/4/2020
QXE2901,,a82dfb,KSEA,CYVR,3/4/2020
AAL2944,,ade8fa,KSFO,KDFW,3/4/2020
DAL2573,,adcceb,KATL,KMDW,3/4/2020
UAL2394,,abe448,KBOS,KEWR,3/4/2020
DAL2594,,a426a5,KDCA,KATL,3/4/2020
AAL31,,a07b3e,KLAX,,3/4/2020
SKW3937,,a62695,KATL,,3/4/2020
ENY3641,,a8df74,KORD,15IA,3/4/2020
AAL304,,ad10ec,KDFW,KLGA,3/4/2020
CFS8657,,aa7c1c,KSEA,WN21,3/4/2020
ENY3968,,a8c439,KORD,,3/4/2020
UAL7,,a75103,KIAH,KIAH,3/4/2020
AAL1223,,acf975,KDFW,,3/4/2020
JBU1081,,a3f473,KBOS,VG64,3/4/2020
NKS1163,,a86061,KATL,KEWR,3/4/2020
DAL509,,a44f0d,KATL,,3/4/2020
ASA628,,a2e098,KSEA,KJFK,3/4/2020
DAL2118,,a06e11,KIAH,KLGA,3/4/2020
AAL2947,,ad9b28,KORD,KPSP,3/4/2020
QXE2560,,a54c11,KSEA,KPDX,3/4/2020
AAL2252,,a3b4d6,KDFW,,3/4/2020
RPA4434,,a4c170,KATL,KMIA,3/4/2020
ENY4040,,ac8ce9,KDTW,KORD,3/4/2020
JBU434,,adabfe,KSFO,KBOS,3/4/2020
LOF4672,,a4da4c,KORD,KTUL,3/4/2020
UAL2040,,ab5a1d,KIAH,KFLL,3/4/2020
SWA826,,a2cffc,KBOS,KBWI,3/4/2020
AAL75,,ab0969,KORD,,3/4/2020
ASQ4286,,a204ea,KIAH,KOMA,3/4/2020
AAL1072,,a6d9c3,KDFW,KCLT,3/4/2020
NKS639,,ac7b87,KDTW,,3/4/2020
AAL1799,,aaf0c6,KLAX,KPHL,3/4/2020
DAL837,,ab2855,KATL,,3/4/2020
AAL1287,,ac8cf1,KDFW,KFAT,3/4/2020
ASA728,,a526e6,KSEA,,3/4/2020
CFS8695,,aa8741,KSEA,KORS,3/4/2020
CFS8699,,ac911d,KSEA,KBLI,3/4/2020
SKV7543,,c035bb,KATL,CYYZ,3/4/2020
GJS4549,,a63e46,KORD,,3/4/2020
SKW5299,,ad4c96,KSFO,KFAT,3/4/2020
DAL1041,,ab1979,KATL,KPHX,3/4/2020
ASQ4306,,a0a00b,KIAH,,3/4/2020
BTQ862,,a5c672,KBOS,CYCC,3/4/2020
AWI3849,,a599b0,KORD,KCOS,3/4/2020
NKS1225,,a8a083,KDTW,,3/4/2020
UAL600,,aa73b9,KORD,KEWR,3/4/2020
ASH6118,,ac2bb9,KIAH,,3/4/2020
DAL1448,,a42020,KATL,KDAL,3/4/2020
ASA490,,acc3bd,KSEA,KSAN,3/4/2020
SKW4291,,a524c3,KDTW,WS25,3/4/2020
SWA516,,a98b1d,KPHX,KABQ,3/4/2020
ACA551,,c01aab,KLAX,CYVR,3/4/2020
JBU224,,ad646e,KLAX,KJFK,3/4/2020
UAL768,,a2fbec,KSFO,KBOS,3/4/2020
CPZ6034,,a1a5cf,KSFO,KLAX,3/4/2020
DAL2232,,a6d9bf,KSEA,KMSP,3/4/2020
JBU520,,a98445,KATL,KJFK,3/4/2020
AAL2254,,ad9f7f,KLAX,KDFW,3/4/2020
JBU906,,a186ad,KORD,KJFK,3/4/2020
AAL435,,ad1986,KDFW,KSMF,3/4/2020
DAL377,,a364ea,KDTW,KATL,3/4/2020
DAL533,,ac7aa9,KATL,,3/4/2020
ASH6083,,a68daf,KIAH,KDTW,3/4/2020
AAL2859,,a0d374,KSEA,KPHX,3/4/2020
SKW5845,,acbfcf,KIAH,KDEN,3/4/2020
EDV5057,,a21142,KATL,,3/4/2020
ENY3515,,a28f12,KDFW,,3/4/2020
DAL1732,,a8fd73,KATL,KRSW,3/4/2020
DAL545,,a8f9c6,KATL,,3/4/2020
ENY3880,,a23c5d,KORD,,3/4/2020
ASA1935,,a66ca5,KLAX,KSFO,3/4/2020
RPA3577,,ada699,KORD,KMSP,3/4/2020
SKW5411,,a02dda,KLAX,KPHX,3/4/2020
AWI3769,,a58c32,KORD,KATW,3/4/2020
SWA1861,,abdc78,KSFO,KDEN,3/4/2020
UAL1297,,a43ea2,KIAH,02PR,3/4/2020
DAL1267,,a46a7e,KATL,KLAX,3/4/2020
AAL2904,,adca15,KORD,KSLC,3/4/2020
DAL1752,,acd486,KATL,,3/4/2020
ASQ4318,,a090e7,KIAH,53XS,3/4/2020
UAL613,,a46cc1,KSFO,KLAX,3/4/2020
DAL1631,,a96577,KLAX,KDCA,3/4/2020
DAL2353,,ad67a1,KATL,KBNA,3/4/2020
ENY4065,,a2b2da,KORD,,3/4/2020
ASA145,,a57d52,KSEA,,3/4/2020
AAL739,,a71efa,KPHX,KORD,3/4/2020
JBU1585,,a3f82a,KBOS,PN01,3/4/2020
ASA1395,,a69d5d,KSFO,KSEA,3/4/2020
SKW4114,,a7d0c3,KATL,,3/4/2020
ENY4095,,a21c4c,KORD,CYYC,3/4/2020
SWA6552,,abe7c5,KPHX,KOAK,3/4/2020
CPZ6053,,a19e61,KLAX,,3/4/2020
ASA416,,a6a882,KSEA,KLAX,3/4/2020
UAL1101,,a1bb45,KIAH,KFTG,3/4/2020
EDV5201,,a2000d,KATL,,3/4/2020
DAL1308,,aca226,KATL,KOMA,3/4/2020
CPZ5749,,a81077,KLAX,KSMF,3/4/2020
UAL1909,,a24cc0,KORD,,3/4/2020
ATN3729,,a98aff,KPHX,KSEA,3/4/2020
ASA1066,,a81bd0,KSEA,KABQ,3/4/2020
JBU1221,,aaf183,KBOS,KBOS,3/4/2020
ACA782,,c01aae,KLAX,CYUL,3/4/2020
UAL776,,a83781,KORD,,3/4/2020
DAL1859,,a99b83,KSFO,KJFK,3/4/2020
ANA11,,868e7c,KORD,RJOO,3/4/2020
DAL2427,,ab5c69,KATL,KDTW,3/4/2020
SKW3196,,aa2d14,KPHX,KLAX,3/4/2020
JZA825,,c0824f,KDCA,CYUL,3/4/2020
JBU2215,,a44728,KBOS,KBUF,3/4/2020
DAL563,,ac058a,KATL,MDBG,3/4/2020
ENY3360,,a80156,KORD,KSGF,3/4/2020
ENY3993,,a2d6a2,KDFW,,3/4/2020
SWA1357,,a5a30a,KLAX,KDAL,3/4/2020
SKW4002,,a314d9,KSEA,,3/4/2020
SKW3087,,aa3839,KDFW,KTYR,3/4/2020
ENY4115,,a272b8,KORD,KORD,3/4/2020
CPZ6022,,a196f3,KLAX,KXNA,3/4/2020
DAL1473,,ad7639,KATL,,3/4/2020
AAL2466,,ac793f,KORD,,3/4/2020
SKW3366,,a1600b,KSEA,,3/4/2020
AAL253,,a05c59,KLAX,,3/4/2020
AAL2374,,a07522,KLAX,KDFW,3/4/2020
DAL1827,,a8de56,KATL,KFLL,3/4/2020
NKS404,,a6c7ed,KATL,KLAX,3/4/2020
CPZ6021,,a1d105,KLAX,,3/4/2020
SWA1759,,aaad8f,KSFO,KLAX,3/4/2020
ASQ4022,,a11f5d,KIAH,KMFE,3/4/2020
EJA769,,aa6466,KPHX,KRIR,3/4/2020
AAL2470,,addb4a,KORD,KFTG,3/4/2020
AAL1381,,aa2abc,KDFW,KSTL,3/4/2020
BTQ323,,a785a0,KLAX,KMCE,3/4/2020
DAL1733,,a996e1,KATL,KECP,3/4/2020
SWA989,,ad2573,KPHX,KMDW,3/4/2020
JBU51,,a898a9,KBOS,,3/4/2020
AWI3840,,a575e8,KORD,KGRB,3/4/2020
AAL1269,,ab4c15,KORD,KMIA,3/4/2020
SWA2322,,abf351,KATL,KLAX,3/4/2020
AAL2607,,a0b199,KDFW,,3/4/2020
UAL419,,a92478,KSEA,KIAD,3/4/2020
SKW5726,,a5c8bb,KLAX,KFAT,3/4/2020
AAL1629,,ad526c,KORD,02XS,3/4/2020
POE939,,c060b3,KBOS,CYTZ,3/4/2020
DAL1387,,ac3f9c,KATL,02PR,3/4/2020
ENY4023,,abab14,KDFW,,3/4/2020
AAL461,,acad02,KORD,KRSW,3/4/2020
ENY3771,,a1e5f1,KDCA,KSTL,3/4/2020
UAL438,,a9dc5e,KIAH,KSEA,3/4/2020
THY6589,,a4b508,KORD,KIAH,3/4/2020
UAL2305,,a44544,KLAX,KIAD,3/4/2020
ASA4,,acc774,KSEA,KDCA,3/4/2020
ENY4153,,a283ed,KDFW,KMCI,3/4/2020
AAL2011,,ac5569,KIAH,,3/4/2020
PDT4897,,a808c4,KDCA,KALB,3/4/2020
AAL2861,,addf01,KLAX,KSFO,3/4/2020
AAL1201,,add2b6,KBOS,KMIA,3/4/2020
UAL531,,a94b4d,KORD,KLAX,3/4/2020
EDV5137,,a1094c,KATL,,3/4/2020
QFA11,,7c8066,KLAX,KJFK,3/4/2020
ASA707,,a2228b,KSEA,KRDU,3/4/2020
SKW5275,,ad014f,KORD,CD14,3/4/2020
SWA5763,,ad70ba,KSFO,KBUR,3/4/2020
UPS2711,,a4d9a7,KDFW,KRIR,3/4/2020
DAL751,,ac5fad,KATL,KGRR,3/4/2020
ASQ4427,,a31984,KIAH,KXNA,3/4/2020
UAL202,,a05dba,KDTW,KIAH,3/4/2020
UAL1590,,a837a6,KORD,KSAN,3/4/2020
ASA20,,a24a0a,KSEA,KORD,3/4/2020
UAL295,,a254d6,KSFO,KEWR,3/4/2020
AAL2737,,adddd5,KATL,KLAX,3/4/2020
AAL1503,,ad83b2,KORD,,3/4/2020
NKS337,,ac82f5,KDTW,,3/4/2020
ASQ4323,,a806e0,KORD,,3/4/2020
ENY3340,,abb639,KDFW,,3/4/2020
SKW5727,,ad6539,KLAX,,3/4/2020
DAL2183,,adcca5,KORD,KATL,3/4/2020
ASA805,,a67f38,KSEA,,3/4/2020
AAL1146,,ac9f52,KDTW,KDFW,3/4/2020
ASQ4149,,a7d43c,KORD,,3/4/2020
DAL2269,,a3f401,KATL,KDFW,3/4/2020
ENY3323,,ab1fab,KDFW,KDFW,3/4/2020
ASA1226,,abaceb,KLAX,,3/4/2020
UAL1588,,ab4531,KORD,KORD,3/4/2020
SWA3827,,ab62d3,KPHX,KPDX,3/4/2020
DAL1719,,ab3c61,KSEA,KATL,3/4/2020
JZA839,,c035d4,KSFO,CYVR,3/4/2020
SKW5658,,aac10d,KORD,,3/4/2020
SKW5249,,a06f5a,KSFO,KRIR,3/4/2020
JIA5273,,a769a3,KDFW,,3/4/2020
UAL1499,,aba91b,KORD,KLGA,3/4/2020
ENY4126,,a28036,KORD,KDFW,3/4/2020
NKS216,,a8cf70,KLAX,KIAH,3/4/2020
SWA2153,,a99045,KPHX,,3/4/2020
JBU1711,,a3dbd0,KBOS,KORD,3/4/2020
SKW3771,,a58654,KATL,,3/4/2020
ABX904,,aa9bc1,KSEA,KPDX,3/4/2020
UAL771,,a097e9,KORD,KDFW,3/4/2020
JIA5116,,a6a711,KDCA,16FL,3/4/2020
ASQ4388,,a0c6b9,KIAH,,3/4/2020
CPZ6087,,a1c5e0,KLAX,KDEN,3/4/2020
UAL555,,aaf27c,KSFO,KSAN,3/4/2020
DAL1423,,ad767d,KATL,KSTL,3/4/2020
JBU2127,,a20d01,KBOS,KBWI,3/4/2020
SWA2170,,aa737d,KDCA,KMDW,3/4/2020
SKW5141,,acd619,KORD,,3/4/2020
AAL700,,a2ef81,KSFO,KPHL,3/4/2020
JIA5226,,a993ad,KDCA,KORF,3/4/2020
AAL880,,a09533,KORD,KDFW,3/4/2020
ENY4012,,a2e935,KDFW,KCOS,3/4/2020
UAL219,,a1cdd8,KORD,,3/4/2020
ACA540,,c04076,KSEA,CYYZ,3/4/2020
RPA4455,,a53f5b,KDCA,KBNA,3/4/2020
AAL379,,ad8935,KORD,KCLT,3/4/2020
SKW5683,,a067ec,KLAX,KCOS,3/4/2020
NKS433,,a809f5,KBOS,KIAH,3/4/2020
DAL2418,,a44e24,KATL,KLGA,3/4/2020
AAL476,,a8aa87,KATL,KPHX,3/4/2020
DAL593,,a4414a,KSEA,,3/4/2020
UAL287,,a582bb,KORD,CYVR,3/4/2020
CPZ5759,,a841bd,KLAX,KPHX,3/4/2020
ENY3621,,a2f092,KIAH,KORD,3/4/2020
QXE2002,,a55736,KSEA,KYKM,3/4/2020
ASH5783,,acad7b,KDFW,,3/4/2020
UAL1014,,a35843,KIAH,,3/4/2020
UAL2246,,a76f68,KORD,KFTG,3/4/2020
SKW3319,,a1460a,KSEA,KFAT,3/4/2020
EDV5451,,ac78b0,KDTW,,3/4/2020
SWA2202,,abb172,KPHX,KSEA,3/4/2020
AAL1652,,aae597,KORD,KPHL,3/4/2020
ASA1001,,acda07,KSFO,KDCA,3/4/2020
ASA1952,,a86e85,KSFO,KSAN,3/4/2020
EDV4951,,ac98c1,KATL,KXNA,3/4/2020
SKW3156,,aa31ed,KORD,,3/4/2020
AAL1966,,ac7103,KDFW,KORL,3/4/2020
SKW5123,,ad3dba,KORD,,3/4/2020
JIA5318,,a6c365,KDCA,KGRR,3/4/2020
AAL59,,a4b065,KLAX,,3/4/2020
CPZ6036,,a1a218,KLAX,KBTF,3/4/2020
AAL2819,,ab34a7,KPHX,,3/4/2020
ASA1078,,a5c899,KSEA,KIAD,3/4/2020
AAL2016,,a01567,KDCA,,3/4/2020
JBU489,,a3619c,KBOS,KDCA,3/4/2020
AAL2680,,adac5d,KORD,KSAN,3/4/2020
UAL2068,,a94b50,KSFO,KLAS,3/4/2020
UAL824,,a46d70,KLAX,KBOS,3/4/2020
EDV4937,,aceb76,KDFW,KCVG,3/4/2020
AAL164,,a023a5,KSFO,KJFK,3/4/2020
QXE2486,,a52c00,KSEA,KBLI,3/4/2020
AAL1769,,ab7270,KDFW,KBOI,3/4/2020
JIA5494,,a96877,KDCA,KSTL,3/4/2020
ASA884,,a30f85,KSEA,,3/4/2020
KAP27,,a26a44,KBOS,MA55,3/4/2020
SWA1143,,a1a697,KBOS,KSTL,3/4/2020
ASH5945,,acb8a0,KPHX,,3/4/2020
ENY4159,,a1f116,KORD,KMSP,3/4/2020
SKW5553,,a0205c,KLAX,KSAT,3/4/2020
RPA4577,,a55090,KDCA,,3/4/2020
ENY3471,,a1fff2,KORD,KABQ,3/4/2020
DAL2859,,adda23,KORD,KMSP,3/4/2020
ASA8,,a2b562,KSEA,KEWR,3/4/2020
RPA4380,,a04e60,KDCA,,3/4/2020
UAL1721,,a4453e,KSFO,,3/4/2020
AAL1700,,ab674b,KPHX,KABQ,3/4/2020
UAL2418,,a05646,KLAX,KEWR,3/4/2020
NKS609,,a8c44b,KBOS,KFLL,3/4/2020
DAL1564,,a939e8,KATL,KSNA,3/4/2020
DAL611,,a0d1f3,KLAX,,3/4/2020
SKW3314,,a12d67,KSFO,KSNA,3/4/2020
UAL2116,,a46ce1,KORD,KIAH,3/4/2020
UPS108,,a3aa32,PANC,RJAA,3/4/2020
HAL21,,a48730,KSEA,,3/4/2020
ASQ4127,,a0b88e,KIAH,73TA,3/4/2020
ASQ4415,,a81815,KDCA,KORD,3/4/2020
ENY3403,,a21839,KDFW,KSBP,3/4/2020
UAL1891,,a76f6d,KORD,KSFO,3/4/2020
UAL1659,,a92365,KORD,,3/4/2020
DAL1002,,a35d73,KATL,KMSP,3/4/2020
AAL34,,accd13,KDFW,KEWR,3/4/2020
SKW3386,,a17140,KLAX,KSTS,3/4/2020
RPA3702,,a866c7,KORD,KMCI,3/4/2020
BTQ452,,ab8941,KDFW,TS47,3/4/2020
SKW5914,,a0baa1,KSFO,KMSN,3/4/2020
UAL557,,a8886d,KIAH,KEWR,3/4/2020
SWA1419,,a1d44e,KLAX,KLAS,3/4/2020
ASA62,,a87428,PANC,KSEA,3/4/2020
AAL679,,a0a2bd,KDFW,KSAN,3/4/2020
AAL212,,aa3994,KPHX,4AZ0,3/4/2020
UAL2185,,ac523c,KORD,,3/4/2020
DAL812,,ac90eb,KATL,KORD,3/4/2020
SKW5445,,ad68f0,KSFO,27CL,3/4/2020
DAL1887,,a6cc41,KSEA,,3/4/2020
AAL2270,,a0f91d,KDFW,FA40,3/4/2020
RPA4424,,a4f7cb,KDCA,KPVD,3/4/2020
AIJ983,,0d072f,KLAX,,3/4/2020
ENY3643,,a94105,KORD,KMEY,3/4/2020
UAL1462,,a4d99a,KSEA,KDEN,3/4/2020
DAL1854,,a41412,KATL,KABQ,3/4/2020
UAL1822,,ab9f54,KDFW,KDEN,3/4/2020
ENY4166,,a21127,KDFW,KORF,3/4/2020
RPA5646,,ac1951,KBOS,,3/4/2020
DAL1954,,ac8d3c,KLAX,KATL,3/4/2020
JAL4,,868340,KORD,KJFK,3/4/2020
AAL764,,ab7627,KIAH,KCLT,3/4/2020
ASH5714,,a24753,KDFW,,3/4/2020
SKW2994,,aa1e38,KDFW,KPHX,3/4/2020
SWA9006,,aab0ba,KLAX,02XS,3/4/2020
AAL161,,ad507f,KATL,KDCA,3/4/2020
ENY4060,,abc15e,KDFW,,3/4/2020
AAL1161,,a098f6,KBOS,KLAX,3/4/2020
AAL618,,aae5a9,KPHX,KCVG,3/4/2020
SKW5939,,aad3a0,KSFO,,3/4/2020
ASH6229,,ac5310,KIAH,,3/4/2020
ASA38,,a726fb,KSEA,KFLL,3/4/2020
UAL2127,,a3ef7e,KSFO,KMIA,3/4/2020
JIA5182,,a66c99,KDCA,,3/4/2020
ASH5743,,acf1d8,KPHX,KBUR,3/4/2020
DAL1243,,a36898,KDFW,KATL,3/4/2020
ASA390,,aba324,KSEA,KPSP,3/4/2020
UAL652,,a3eeb0,KBOS,CD14,3/4/2020
AAL1584,,acbf63,KDFW,02XS,3/4/2020
ANA173,,869144,KIAH,KLAX,3/4/2020
SKW3517,,ac9723,KATL,,3/4/2020
UAL639,,aa3ae4,KSFO,KORD,3/4/2020
UAL1107,,a91536,KSFO,KPHX,3/4/2020
UAL1260,,a0acfd,KLAX,KLAS,3/4/2020
SWA1534,,abc80c,KSEA,KSMF,3/4/2020
AAL25,,ab6b02,KPHX,KSAT,3/4/2020
SKW4297,,a584e2,KDTW,KY51,3/4/2020
DAL2241,,a3c514,KATL,02XS,3/4/2020
AAL387,,aaec9c,KDFW,,3/4/2020
UAL2359,,abb7f7,KLAX,KIAH,3/4/2020
AAL482,,a8b44e,KPHX,KFTG,3/4/2020
AAL885,,aaef60,KDFW,KMSN,3/4/2020
SWA1466,,aaa5ff,KLAX,KOAK,3/4/2020
AAL270,,ab5fdd,KDCA,KORD,3/4/2020
ASA412,,a826f5,KSEA,77PA,3/4/2020
UAL2093,,a41e90,KSFO,KPDX,3/4/2020
UAL2426,,aa4c1a,KSFO,KPSP,3/4/2020
AAL527,,aa234a,KORD,KLGA,3/4/2020
AAL554,,a8bbbc,KPHX,,3/4/2020
SKW5675,,ad28ce,KLAX,KSAN,3/4/2020
SKV7594,,c00b9c,KORD,CYUL,3/4/2020
AAL1309,,acd0ca,KDFW,KATL,3/4/2020
DAL1546,,a3271a,KATL,,3/4/2020
UAL1781,,a83782,KIAH,KSMF,3/4/2020
JIA5074,,a258d4,KDCA,,3/4/2020
AAL1366,,a06a09,KLAX,KLAS,3/4/2020
AAL175,,aa7439,KDFW,,3/4/2020
AAL1569,,ab8112,KPHX,KBOS,3/4/2020
ASA530,,a52e54,KSEA,KRIR,3/4/2020
DAL2399,,ad67a3,KATL,,3/4/2020
WJA1701,,c036b1,KLAX,CYVR,3/4/2020
ENY3873,,a93997,KDFW,KSGF,3/4/2020
UAL1487,,a239e0,KIAH,,3/4/2020
DAL1803,,a3b87f,KATL,KRDU,3/4/2020
QXE2379,,a4b1cc,KSEA,KBOI,3/4/2020
UAL1761,,aa7e7a,KSFO,,3/4/2020
ASH6240,,abdcfd,KIAH,KDCA,3/4/2020
UAL2039,,a76f48,KLAX,KORD,3/4/2020
ENY4024,,ab9271,KDFW,,3/4/2020
UAL1942,,a2c338,KORD,KSAT,3/4/2020
EDV4957,,a36994,KORD,KJFK,3/4/2020
AAL2906,,ab1fbb,KDFW,KXNA,3/4/2020
SKW3931,,a2845b,KLAX,KABQ,3/4/2020
JIA5132,,a6d857,KDCA,,3/4/2020
ASQ4150,,a80e4e,KORD,KDCA,3/4/2020
ASA1218,,a420bb,KSFO,02XS,3/4/2020
AAL501,,a9fb4e,KPHX,,3/4/2020
ENY4205,,ab7fde,KDFW,TE40,3/4/2020
AAL2139,,aa7288,KBOS,KDCA,3/4/2020
AAL2610,,a19343,KDFW,KCVG,3/4/2020
SKW3300,,a4b5b6,KLAX,KDAL,3/4/2020
SWA1325,,a52c8d,KPHX,KLAS,3/4/2020
NKS4,,a80287,KATL,FA40,3/4/2020
ENY4212,,a234ef,KORD,,3/4/2020
EDV5342,,ac2fff,KATL,NC16,3/4/2020
ATN3718,,a44a22,KSEA,PANC,3/4/2020
AAL552,,ab30f0,KLAX,KCMH,3/4/2020
UAL1760,,a4f39b,KORD,KPSP,3/4/2020
SWA682,,a2685b,KDCA,KDAL,3/4/2020
UAL1032,,a2b060,KIAH,,3/4/2020
UAL1158,,aa7d5d,KLAX,,3/4/2020
SWA2165,,a5251f,KPHX,KDEN,3/4/2020
DAL2590,,ac76f2,KATL,KDEN,3/4/2020
DAL2084,,ab3c58,KATL,,3/4/2020
AAL40,,a08a1a,KLAX,KDCA,3/4/2020
CPZ5770,,a7e8f8,KSEA,CYYC,3/4/2020
ASQ4429,,a15665,KIAH,,3/4/2020
JBU1065,,aac3f4,KBOS,KRSW,3/4/2020
UAL784,,a4b989,KSFO,CYVR,3/4/2020
SWA1894,,a2edb4,KPHX,KSAN,3/4/2020
AAL2030,,aa6113,KDCA,KCLT,3/4/2020
GJS4503,,a6dff9,KORD,,3/4/2020
AAL372,,aa2e6f,KPHX,KMSP,3/4/2020
DAL2061,,acd4c7,KATL,,3/4/2020
DAL2914,,a03b6d,KDFW,KDTW,3/4/2020
UAL522,,a4e4bf,KSEA,KIAH,3/4/2020
NKS730,,a8b56f,KLAX,KORD,3/4/2020
ASA383,,ab9448,KSFO,KTTD,3/4/2020
DAL1058,,a8ce92,KATL,,3/4/2020
UAL258,,a4d5e3,KSFO,02XS,3/4/2020
AAL1959,,a8bf73,KPHX,,3/4/2020
ASQ3994,,a15666,KIAH,,3/4/2020
ENY3755,,a8f975,KDFW,,3/4/2020
JIA5026,,a267b0,KDCA,,3/4/2020
SKW5851,,accaf4,KLAX,KBOI,3/4/2020
DAL2666,,a3db5e,KDTW,KPHX,3/4/2020
AAL1085,,aa6914,KDFW,KHHR,3/4/2020
ASH5878,,acc267,KPHX,,3/4/2020
