callsign,icao24,origin,destination,firstseen
JBU1106,a20d01,KORD,KJFK,1/19/2020
DAL2412,a06e11,KIAH,KJFK,1/19/2020
CAO1029,780c5d,PANC,KJFK,1/19/2020
DAL1162,a17ecd,KLAX,KJFK,1/19/2020
GTI7159,a4c79b,KORD,KJFK,1/19/2020
JBU264,ad60b7,KSEA,KJFK,1/19/2020
AAL1280,ad7da2,KPHX,KJFK,1/19/2020
JBU136,a83e86,KPHX,KJFK,1/19/2020
DAL302,a9b06f,KSEA,KJFK,1/19/2020
ASA18,accee2,KSEA,KJFK,1/19/2020
JBU1424,ad9e73,KLAX,KJFK,1/19/2020
ASA460,a5c4e2,KLAX,KJFK,1/19/2020
JBU2024,adafb5,KLAX,KJFK,1/19/2020
QFA7589,abbe4a,PANC,KJFK,1/19/2020
SOO7640,a98c7a,PANC,KJFK,1/19/2020
EDV4851,a92ea0,KORD,KJFK,1/19/2020
DAL819,ac4963,KPHX,KJFK,1/19/2020
JBU24,adde95,KLAX,KJFK,1/19/2020
DAL2900,a066a3,KDFW,KJFK,1/19/2020
DAL1436,a12fcf,KLAX,KJFK,1/19/2020
AAL118,a03fff,KLAX,KJFK,1/19/2020
JBU124,adbaca,KLAX,KJFK,1/19/2020
ASA410,a2adf4,KLAX,KJFK,1/19/2020
DAL1258,a1373d,KLAX,KJFK,1/19/2020
DAL1467,a977bb,KSEA,KJFK,1/19/2020
ASA628,accb2b,KSEA,KJFK,1/19/2020
QFA11,7c806b,KLAX,KJFK,1/19/2020
EDV4957,a8f235,KORD,KJFK,1/19/2020
JBU906,a35de5,KORD,KJFK,1/19/2020
DAL2164,a12861,KLAX,KJFK,1/19/2020
AAL2339,ab93a5,KPHX,KJFK,1/19/2020
AAL272,ac76a7,KORD,KJFK,1/19/2020
ASA452,a6a300,KLAX,KJFK,1/19/2020
JBU224,ad2095,KLAX,KJFK,1/19/2020
DAL1881,a06e11,KIAH,KJFK,1/19/2020
JBU1382,a752ea,KIAH,KJFK,1/19/2020
EDV4945,a7c849,KDFW,KJFK,1/19/2020
EDV4760,a2af3e,KORD,KJFK,1/19/2020
DAL1745,a022c6,KDTW,KJFK,1/19/2020
AAL1388,ad857e,KPHX,KJFK,1/20/2020
JBU1124,ad27f3,KLAX,KJFK,1/20/2020
AAL184,a01c37,KLAX,KJFK,1/20/2020
DAL2412,a02c91,KIAH,KJFK,1/20/2020
AAR587,71be16,PANC,KJFK,1/20/2020
JBU1224,acca19,KLAX,KJFK,1/20/2020
CMP362,0c20ad,KLAX,KJFK,1/20/2020
DAL1162,a05614,KLAX,KJFK,1/20/2020
JBU264,adc9b6,KSEA,KJFK,1/20/2020
AAL10,a01880,KLAX,KJFK,1/20/2020
ASA470,a2b919,KLAX,KJFK,1/20/2020
AAL1280,ad4390,KPHX,KJFK,1/20/2020
JBU136,a6c013,KPHX,KJFK,1/20/2020
DAL302,a9bf4b,KSEA,KJFK,1/20/2020
ASA18,acc774,KSEA,KJFK,1/20/2020
JBU1424,adc5ff,KLAX,KJFK,1/20/2020
ASA460,a3133c,KLAX,KJFK,1/20/2020
AAL2651,ab40f0,KPHX,KJFK,1/20/2020
JBU2024,ada227,KLAX,KJFK,1/20/2020
CAO1020,780c5b,KDFW,KJFK,1/20/2020
EDV4851,a0d6a8,KORD,KJFK,1/20/2020
DAL1128,ad8b25,KDTW,KJFK,1/20/2020
DAL819,ac2952,KPHX,KJFK,1/20/2020
DAL2900,a066a3,KDFW,KJFK,1/20/2020
DAL998,a40d8d,KDTW,KJFK,1/20/2020
JBU24,ad7ab8,KLAX,KJFK,1/20/2020
DAL1436,a15397,KLAX,KJFK,1/20/2020
JBU124,ad7e6f,KLAX,KJFK,1/20/2020
ASA410,a7b3c2,KLAX,KJFK,1/20/2020
DAL1258,a1373d,KLAX,KJFK,1/20/2020
DAL1467,a98219,KSEA,KJFK,1/20/2020
AAL2,a03fff,KLAX,KJFK,1/20/2020
ASA628,acd650,KSEA,KJFK,1/20/2020
EDV4957,a33aa7,KORD,KJFK,1/20/2020
JBU906,a1ff83,KORD,KJFK,1/20/2020
QFA11,7c8065,KLAX,KJFK,1/20/2020
JBU1382,a967eb,KIAH,KJFK,1/20/2020
EDV4979,ac74f9,KDTW,KJFK,1/20/2020
DAL2164,a120f3,KLAX,KJFK,1/20/2020
JBU224,adb723,KLAX,KJFK,1/20/2020
AAL272,a3c9c5,KORD,KJFK,1/20/2020
AAL2339,abdb35,KPHX,KJFK,1/20/2020
ASA452,a4df56,KLAX,KJFK,1/20/2020
DAL1881,a022c6,KIAH,KJFK,1/20/2020
AAL238,a033ae,KLAX,KJFK,1/20/2020
JBU324,adc238,KLAX,KJFK,1/20/2020
EDV5258,a93d7c,KDFW,KJFK,1/20/2020
AAL4,a03765,KLAX,KJFK,1/20/2020
DAL2787,a12fcf,KLAX,KJFK,1/20/2020
DAL182,a96c96,KSEA,KJFK,1/20/2020
DAL2688,ac4963,KPHX,KJFK,1/20/2020
AAL274,a00d5b,KLAX,KJFK,1/20/2020
DAL468,a05614,KLAX,KJFK,1/20/2020
AAL2434,a6c4d7,KPHX,KJFK,1/20/2020
DAL1135,a042db,KDTW,KJFK,1/20/2020
EDV4760,a92ea0,KORD,KJFK,1/20/2020
JBU524,ad646e,KLAX,KJFK,1/20/2020
AAL32,a023a5,KLAX,KJFK,1/20/2020
DAL2262,a14c29,KLAX,KJFK,1/20/2020
ASA1426,accee2,KSEA,KJFK,1/20/2020
AAL433,a18239,KDFW,KJFK,1/20/2020
EDV4813,acd68a,KDTW,KJFK,1/20/2020
JBU464,add376,KSEA,KJFK,1/20/2020
ASA468,a1cc1f,KLAX,KJFK,1/20/2020
EDV5377,a7de93,KDFW,KJFK,1/21/2020
AAL1388,ad9bc8,KPHX,KJFK,1/21/2020
AAL2201,a014c9,KLAX,KJFK,1/21/2020
JBU1124,ada227,KLAX,KJFK,1/21/2020
DAL2686,a12c18,KLAX,KJFK,1/21/2020
JBU1106,a20d01,KORD,KJFK,1/21/2020
EDV5223,a17c12,KORD,KJFK,1/21/2020
AAL184,a009a4,KLAX,KJFK,1/21/2020
DAL2708,a04e00,KIAH,KJFK,1/21/2020
EDV4899,a3a9b6,KDTW,KJFK,1/21/2020
JBU1224,adbe91,KLAX,KJFK,1/21/2020
DAL1162,a14104,KLAX,KJFK,1/21/2020
ASA470,a735d7,KLAX,KJFK,1/21/2020
JBU264,adde95,KSEA,KJFK,1/21/2020
AAL10,a01fee,KLAX,KJFK,1/21/2020
AAL1280,ab0a95,KPHX,KJFK,1/21/2020
JBU136,a83108,KPHX,KJFK,1/21/2020
DAL1908,a1373d,KLAX,KJFK,1/21/2020
DAL302,a9704d,KSEA,KJFK,1/21/2020
AAL2651,ad3c16,KPHX,KJFK,1/21/2020
JBU1424,adc238,KLAX,KJFK,1/21/2020
ASA460,a2d1bc,KLAX,KJFK,1/21/2020
ASA18,accb2b,KSEA,KJFK,1/21/2020
AAL292,a01c37,KLAX,KJFK,1/21/2020
JBU2024,adafb5,KLAX,KJFK,1/21/2020
SOO7640,aa8499,PANC,KJFK,1/21/2020
EDV4851,a32814,KORD,KJFK,1/21/2020
DAL819,ac058a,KPHX,KJFK,1/21/2020
JBU24,ad60b7,KLAX,KJFK,1/21/2020
DAL2900,a013ee,KDFW,KJFK,1/21/2020
DAL1436,a120f3,KLAX,KJFK,1/21/2020
AAL118,a033ae,KLAX,KJFK,1/21/2020
JBU124,ada5ee,KLAX,KJFK,1/21/2020
ASA410,a5939c,KLAX,KJFK,1/21/2020
JBU224,adc5ff,KLAX,KJFK,1/21/2020
DAL1258,a15397,KLAX,KJFK,1/21/2020
DAL1467,a96577,KSEA,KJFK,1/21/2020
AAL2,a03765,KLAX,KJFK,1/21/2020
ASA628,acd299,KSEA,KJFK,1/21/2020
JBU906,a2d9ea,KORD,KJFK,1/21/2020
EDV4987,a32bcb,KORD,KJFK,1/21/2020
QFA11,7c8067,KLAX,KJFK,1/21/2020
JBU1382,a776b2,KIAH,KJFK,1/21/2020
DAL2164,a12861,KLAX,KJFK,1/21/2020
AAL2339,ab4c15,KPHX,KJFK,1/21/2020
ASA452,a2adf4,KLAX,KJFK,1/21/2020
DAL1881,a022c6,KIAH,KJFK,1/21/2020
JBU324,add734,KLAX,KJFK,1/21/2020
AAL272,acf849,KORD,KJFK,1/21/2020
AAL238,a0428a,KLAX,KJFK,1/21/2020
EDV5258,a3245d,KDFW,KJFK,1/21/2020
EDV4760,a30961,KORD,KJFK,1/21/2020
AAL1388,a10614,KPHX,KJFK,1/22/2020
JBU1124,adafb5,KLAX,KJFK,1/22/2020
AAL2201,a023a5,KLAX,KJFK,1/22/2020
DAL2686,a14c29,KLAX,KJFK,1/22/2020
ASA468,a6f96c,KLAX,KJFK,1/22/2020
DAL2708,a04e00,KIAH,KJFK,1/22/2020
EDV5223,a77d89,KORD,KJFK,1/22/2020
JBU1106,a3b09a,KORD,KJFK,1/22/2020
AAL184,a00d5b,KLAX,KJFK,1/22/2020
JBU1224,ad7e6f,KLAX,KJFK,1/22/2020
DAL1162,a14872,KLAX,KJFK,1/22/2020
CMP809,0c20b9,KLAX,KJFK,1/22/2020
AAL10,a01112,KLAX,KJFK,1/22/2020
ASA470,a69b92,KLAX,KJFK,1/22/2020
JBU264,acf54f,KSEA,KJFK,1/22/2020
AAL1280,ac02b4,KPHX,KJFK,1/22/2020
DAL1908,a15397,KLAX,KJFK,1/22/2020
JBU136,aa4252,KPHX,KJFK,1/22/2020
DAL302,a97dcb,KSEA,KJFK,1/22/2020
AAL2651,ad00e3,KPHX,KJFK,1/22/2020
ASA18,a86e85,KSEA,KJFK,1/22/2020
ASA460,a30bce,KLAX,KJFK,1/22/2020
JBU1424,ad646e,KLAX,KJFK,1/22/2020
JBU2024,adc5ff,KLAX,KJFK,1/22/2020
AAL292,a0428a,KLAX,KJFK,1/22/2020
SOO7680,a967c9,PANC,KJFK,1/22/2020
CAO1050,780bb7,KDFW,KJFK,1/22/2020
EDV4851,a310cf,KORD,KJFK,1/22/2020
QFA7581,abb6dc,PANC,KJFK,1/22/2020
DAL1128,acfc05,KDTW,KJFK,1/22/2020
DAL819,ac50d1,KPHX,KJFK,1/22/2020
JBU24,adc9b6,KLAX,KJFK,1/22/2020
DAL2900,a05b7e,KDFW,KJFK,1/22/2020
DAL1436,a12861,KLAX,KJFK,1/22/2020
JBU124,adc238,KLAX,KJFK,1/22/2020
ASA410,a6a300,KLAX,KJFK,1/22/2020
AAL118,a014c9,KLAX,KJFK,1/22/2020
DAL1258,a120f3,KLAX,KJFK,1/22/2020
JBU224,adde95,KLAX,KJFK,1/22/2020
DAL1467,a99b83,KSEA,KJFK,1/22/2020
JBU906,a22ab9,KORD,KJFK,1/22/2020
EDV4957,accf1c,KORD,KJFK,1/22/2020
AAL2,a01880,KLAX,KJFK,1/22/2020
ASA628,acd299,KSEA,KJFK,1/22/2020
QFA11,7c806a,KLAX,KJFK,1/22/2020
JBU1382,a9c5c5,KIAH,KJFK,1/22/2020
DAL2164,a12c18,KLAX,KJFK,1/22/2020
AAL272,ac18fe,KORD,KJFK,1/22/2020
ASA452,a5b764,KLAX,KJFK,1/22/2020
AAL2339,ab15ba,KPHX,KJFK,1/22/2020
DAL1881,a022c6,KIAH,KJFK,1/22/2020
JBU324,ad2095,KLAX,KJFK,1/22/2020
AAL238,a03235,KLAX,KJFK,1/22/2020
EDV5258,ac78b0,KDFW,KJFK,1/22/2020
DAL2787,a12fcf,KLAX,KJFK,1/22/2020
AAL4,a01fee,KLAX,KJFK,1/22/2020
DAL182,a9acb8,KSEA,KJFK,1/22/2020
DAL2688,ac1466,KPHX,KJFK,1/22/2020
AAL274,a01112,KLAX,KJFK,1/22/2020
DAL468,a14872,KLAX,KJFK,1/22/2020
AAL2434,a71b43,KPHX,KJFK,1/22/2020
EDV4760,a7dadc,KORD,KJFK,1/22/2020
JBU524,ad1cde,KLAX,KJFK,1/22/2020
JBU464,acf906,KSEA,KJFK,1/22/2020
AAL32,a04641,KLAX,KJFK,1/22/2020
ASA1426,acc774,KSEA,KJFK,1/22/2020
DAL2262,a14c29,KLAX,KJFK,1/22/2020
AAL433,a92e6e,KDFW,KJFK,1/22/2020
ASA468,a28a2c,KLAX,KJFK,1/22/2020
AAL1388,ada6ed,KPHX,KJFK,1/22/2020
AAL2201,a00d5b,KLAX,KJFK,1/23/2020
EDV5377,a93d7c,KDFW,KJFK,1/23/2020
JBU1124,ad27f3,KLAX,KJFK,1/23/2020
DAL2686,a1373d,KLAX,KJFK,1/23/2020
DAL2708,a02681,KIAH,KJFK,1/23/2020
AAL184,a03fff,KLAX,KJFK,1/23/2020
EDV5223,a39113,KORD,KJFK,1/23/2020
JBU1106,a9607d,KORD,KJFK,1/23/2020
EDV4899,a385ee,KDTW,KJFK,1/23/2020
JBU1224,ad1927,KLAX,KJFK,1/23/2020
DAL1162,a11d47,KLAX,KJFK,1/23/2020
CMP362,0c2068,KLAX,KJFK,1/23/2020
AAL10,a009a4,KLAX,KJFK,1/23/2020
ASA470,a793b1,KLAX,KJFK,1/23/2020
JBU264,ad9e73,KSEA,KJFK,1/23/2020
AAL1280,ac76a7,KPHX,KJFK,1/23/2020
JBU136,a72b6b,KPHX,KJFK,1/23/2020
DAL1908,a120f3,KLAX,KJFK,1/23/2020
DAL302,a9b06f,KSEA,KJFK,1/23/2020
AAL2651,ab64b8,KPHX,KJFK,1/23/2020
ASA18,acddbe,KSEA,KJFK,1/23/2020
ASA460,a3133c,KLAX,KJFK,1/23/2020
JBU1424,adbe91,KLAX,KJFK,1/23/2020
AAL28,a03235,KLAX,KJFK,1/23/2020
DAL1362,a12c18,KLAX,KJFK,1/23/2020
JBU2024,adc5ff,KLAX,KJFK,1/23/2020
AAL292,a033ae,KLAX,KJFK,1/23/2020
SOO7640,aa8499,PANC,KJFK,1/23/2020
EDV4851,a2fe3c,KORD,KJFK,1/23/2020
DAL819,ac45ac,KPHX,KJFK,1/23/2020
JBU24,ad0074,KLAX,KJFK,1/23/2020
DAL2900,a04692,KDFW,KJFK,1/23/2020
DAL1436,a12fcf,KLAX,KJFK,1/23/2020
JBU124,ada227,KLAX,KJFK,1/23/2020
AAL118,a01fee,KLAX,KJFK,1/23/2020
ASA410,a613e0,KLAX,KJFK,1/23/2020
DAL1258,a12861,KLAX,KJFK,1/23/2020
JBU224,ad7ab8,KLAX,KJFK,1/23/2020
AAL2,a01112,KLAX,KJFK,1/23/2020
DAL1467,a96c96,KSEA,KJFK,1/23/2020
ASA628,acd299,KSEA,KJFK,1/23/2020
QFA11,7c8067,KLAX,KJFK,1/23/2020
JBU906,a37df6,KORD,KJFK,1/23/2020
JBU1382,a84d62,KIAH,KJFK,1/23/2020
DAL2164,a15397,KLAX,KJFK,1/23/2020
EDV4957,a385ee,KORD,KJFK,1/23/2020
AAL2339,add2b0,KPHX,KJFK,1/23/2020
ASA452,a5b764,KLAX,KJFK,1/23/2020
JBU324,adabfe,KLAX,KJFK,1/23/2020
DAL1881,a022c6,KIAH,KJFK,1/23/2020
AAL238,a00d5b,KLAX,KJFK,1/23/2020
AAL272,ac18fe,KORD,KJFK,1/23/2020
EDV5258,a310cf,KDFW,KJFK,1/23/2020
AAL4,a03765,KLAX,KJFK,1/23/2020
DAL2787,a1373d,KLAX,KJFK,1/23/2020
DAL2688,ac1e2d,KPHX,KJFK,1/23/2020
AAL274,a009a4,KLAX,KJFK,1/23/2020
DAL182,a968df,KSEA,KJFK,1/23/2020
DAL468,a05614,KLAX,KJFK,1/23/2020
AAL2434,a0e607,KPHX,KJFK,1/23/2020
GTI7159,a4c79b,KORD,KJFK,1/23/2020
JBU524,ad646e,KLAX,KJFK,1/23/2020
EDV4760,ac801e,KORD,KJFK,1/23/2020
JBU464,adbaca,KSEA,KJFK,1/23/2020
AAL32,a0428a,KLAX,KJFK,1/23/2020
DAL2262,a120f3,KLAX,KJFK,1/23/2020
AAL433,a16228,KDFW,KJFK,1/23/2020
