callsign,Column1,icao24,origin,destination,firstseen
ASA64,,a7fdab,PANC,KSEA,4/30/2020
DAL2680,,acb4c1,KATL,KSEA,4/30/2020
JBU488,,adbaca,KLAX,KBOS,4/30/2020
JBU516,,ad7e6f,KSFO,KJFK,4/30/2020
ASA426,,ace785,KSEA,KJFK,4/30/2020
UAL838,,a09fc4,KSFO,KSFO,4/30/2020
UAL415,,a05a01,KLAX,KORD,4/30/2020
CKS981,,a4b8bf,PANC,KORD,4/30/2020
UAL305,,a1befc,KORD,KSFO,4/30/2020
JBU633,,ad9ac9,KBOS,KSFO,4/30/2020
SOO8946,,a95ca4,PANC,KORD,4/30/2020
AAL883,,a791c0,KPHX,KORD,4/30/2020
NKS297,,a68414,KDTW,KLAS,4/30/2020
JBU2800,,adcd6d,KLAX,KFLL,4/30/2020
UAL2747,,a4e4bf,KIAH,KSFO,4/30/2020
SIA7952,,76cccd,PANC,KDFW,4/30/2020
DAL887,,a44502,KATL,KPDX,4/30/2020
JBU932,,aaa02c,KIAH,KBOS,4/30/2020
DAL2871,,ac01d3,KATL,KDEN,4/30/2020
AAL2009,,ac96be,KDFW,KSEA,4/30/2020
AAL1175,,a0f91d,KDFW,KSFO,4/30/2020
UAL1554,,aa568f,KDCA,KSFO,4/30/2020
AAL1463,,ac7a52,KDFW,KORD,4/30/2020
AAL1485,,adab31,KORD,KSEA,4/30/2020
AAL2334,,ad3d4e,KDFW,KPHL,4/30/2020
DAL1092,,a441d6,KDTW,KSEA,4/30/2020
DAL1262,,a3f4d7,KPHX,KSEA,4/30/2020
ASA51,,abb459,KORD,KSEA,4/30/2020
AAL401,,a7302f,KLAX,KORD,4/30/2020
AAL1251,,a35e66,KORD,KBOS,4/30/2020
AAL242,,ac0dd9,KATL,KDFW,4/30/2020
AAL1119,,ac18fe,KATL,KORD,4/30/2020
UPS105,,a353c6,PANC,KSDF,4/30/2020
UPS67,,a2682a,PANC,KSDF,4/30/2020
NKS736,,a6b1a3,KLAX,KORD,4/30/2020
AAL2240,,ad63a1,KSEA,KDFW,4/30/2020
AAL187,,a11b00,KLAX,KPHL,4/30/2020
UPS99,,a75b5e,PANC,KSDF,4/30/2020
QXE2165,,a83920,KPHX,KSEA,4/30/2020
AAL147,,a101c3,KLAX,KDFW,4/30/2020
NKS258,,a6a7dc,KIAH,KFLL,4/30/2020
AAL891,,a0ddfb,KPHX,KORD,4/30/2020
AAL1776,,ab3c15,KBOS,KPHL,4/30/2020
UPS63,,a806d8,PANC,KSDF,4/30/2020
ASA525,,ab9091,KLAX,KSEA,4/30/2020
JBU197,,ad7ab8,KBOS,KSEA,4/30/2020
JBU1336,,a15b77,KDTW,KBOS,4/30/2020
AAL139,,ad9bc8,KSFO,KDFW,4/30/2020
AAL496,,ab2ad8,KORD,KDFW,4/30/2020
UPS61,,a7f7fc,PANC,KSDF,4/30/2020
DAL2855,,a448db,PANC,KSEA,4/30/2020
KAL8255,,71be29,PANC,KDFW,4/30/2020
JBU2469,,a73a47,KBOS,KFLL,4/30/2020
KAL233,,71c076,PANC,KORD,4/30/2020
ASA66,,a80c87,PANC,KSEA,4/30/2020
AAL1172,,aafd17,KORD,KBOS,4/30/2020
UPS77,,a7ff6a,PANC,KSDF,4/30/2020
JBU517,,a3f473,KBOS,KJFK,4/30/2020
SKW3456,,a1600b,KLAX,KSJC,4/30/2020
GJS4428,,a690fb,KORD,KSDF,4/30/2020
ASA104,,a340d2,PANC,KSEA,4/30/2020
ASA26,,abaceb,KSEA,KORD,4/30/2020
ASA596,,a2228b,KSEA,KLAS,4/30/2020
GTI2428,,a60b1e,PANC,KORD,4/30/2020
DAL31,,a3d4c6,KATL,KDFW,4/30/2020
AAL578,,a138b8,KPHX,KSEA,4/30/2020
AAL277,,a07177,KLAX,KLAS,4/30/2020
AAL2826,,ab1fa7,KDFW,KORD,4/30/2020
DAL992,,a44d1c,KATL,KSFO,4/30/2020
ASA405,,acc3bd,KSEA,KSFO,5/1/2020
AAL2733,,a75b65,KLAX,KDFW,5/1/2020
AAL1771,,a657bf,KDFW,KLAS,5/1/2020
QXE2209,,a83569,KSFO,KSEA,5/1/2020
AAL1766,,a0f1bb,KPHX,KDFW,5/1/2020
SKW5381,,a0808f,KATL,KORD,5/1/2020
RPA5646,,a1b092,KDTW,KSDF,5/1/2020
AAL52,,ad9f7f,KATL,KDFW,5/1/2020
AAL686,,a742c2,KPHX,KSFO,5/1/2020
ASA324,,a74e7a,KSEA,KSJC,5/1/2020
CAL5236,,899106,PANC,KORD,5/1/2020
AAL425,,a7cb0b,KPHX,KLAS,5/1/2020
DAL1237,,a44a6d,KDTW,KBOS,5/1/2020
SKW3676,,aaf253,KDTW,KORD,5/1/2020
NKS2937,,ace0cf,KDTW,KDFW,5/1/2020
SWA339,,a5e0d3,KLAX,KSJC,5/1/2020
UAL2294,,a5b916,KORD,KPDX,5/1/2020
UAL1753,,aa56b3,KORD,KSFO,5/1/2020
SWA1289,,a31533,KLAX,KLAS,5/1/2020
AAL1797,,ac6445,KDFW,KLAS,5/1/2020
SWA2203,,a51b58,KSFO,KLAS,5/1/2020
SWA1480,,a9db78,KSEA,KLAS,5/1/2020
NKS1199,,a6c436,KIAH,KLAS,5/1/2020
QXE2668,,a4b1cc,KSEA,KPDX,5/1/2020
UAL713,,a3b268,KIAH,KORD,5/1/2020
AAL1271,,a04f75,KIAH,KDFW,5/1/2020
UAL1552,,a8fc09,KIAH,KSFO,5/1/2020
DAL401,,a3ed69,KSFO,KSEA,5/1/2020
UPS611,,a4c104,KORD,KPHL,5/1/2020
JBU112,,a182f6,KORD,KBOS,5/1/2020
AAL574,,ada296,KLAX,KDFW,5/1/2020
AAL630,,acca88,KPHX,KORD,5/1/2020
DAL952,,ad1c16,KATL,KSDF,5/1/2020
GTI654,,a6189c,PANC,KORD,5/1/2020
JBU2017,,a4034f,KBOS,KJFK,5/1/2020
DAL496,,a3c8cb,KATL,KBOS,5/1/2020
UPS751,,a2badf,KDFW,KSDF,5/1/2020
UAL2165,,a3cf4f,KLAX,KSFO,5/1/2020
DAL1010,,a44197,KLAX,KPDX,5/1/2020
DAL1846,,ade58c,KATL,KPHL,5/1/2020
NKS245,,a6a425,KORD,KLAS,5/1/2020
UPS1013,,a3ca43,KBOS,KSDF,5/1/2020
SKW3608,,a320f9,KSEA,KSJC,5/1/2020
UPS1305,,a2e25e,KATL,KSDF,5/1/2020
UAL1925,,aae757,KPHX,KSFO,5/1/2020
QXE2912,,a8609f,KLAX,KPDX,5/1/2020
UPS1017,,a08bdd,KBOS,KPHL,5/1/2020
DAL1699,,a01037,KSEA,KSFO,5/1/2020
UPS855,,a0a480,KPHX,KSDF,5/1/2020
SWA1424,,abb595,KATL,KDEN,5/1/2020
SKW2991,,aa60da,KORD,KSDF,5/1/2020
UPS903,,a3aa32,KLAX,KSDF,5/1/2020
DAL1836,,abe930,KLAX,KSEA,5/1/2020
UPS765,,a25d05,KDFW,KSDF,5/1/2020
SWA2008,,abf2c2,KPHX,KSFO,5/1/2020
UPS1481,,a280cd,KDTW,KSDF,5/1/2020
QXE2704,,a4b583,KSEA,KPDX,5/1/2020
NKS500,,a69549,KIAH,KORD,5/1/2020
AAL501,,ab0361,KLAX,KSEA,5/1/2020
DAL2637,,a3f4d7,KSEA,KLAS,5/1/2020
UPS1307,,a3500f,KATL,KPHL,5/1/2020
UPS893,,a4dd5e,KPHX,KDFW,5/1/2020
UPS1301,,a06f83,KATL,KDFW,5/1/2020
UPS607,,a542a6,KORD,KDFW,5/1/2020
UPS767,,a2b728,KDFW,KSDF,5/1/2020
UPS857,,a08f94,KPHX,KSDF,5/1/2020
UPS775,,a58a36,KIAH,KDFW,5/1/2020
AAL2108,,a9d807,KPHX,KSJC,5/1/2020
UPS1303,,a2c9bb,KATL,KSDF,5/1/2020
UPS609,,a114ed,KORD,KPHL,5/1/2020
UPS613,,a35b34,KORD,KSDF,5/1/2020
UPS771,,a2b371,KIAH,KSDF,5/1/2020
CPA2090,,780232,PANC,KDFW,5/1/2020
SWA1931,,a5f208,KLAX,KSJC,5/1/2020
AAL446,,ad9bc8,KDFW,KSFO,5/1/2020
SKW3556,,a2e9a3,KLAX,KLAS,5/1/2020
SKW4123,,a2b348,KLAX,KSJC,5/1/2020
DAL2207,,a3c9a1,KLAX,KSFO,5/1/2020
UPS601,,a3c2d5,KORD,KSDF,5/1/2020
AAL2224,,a10931,KDFW,KPDX,5/1/2020
UPS793,,a09702,KDFW,KSDF,5/1/2020
SKW3589,,a28f80,KSEA,KPDX,5/1/2020
SWA1839,,aa2a8a,KPHX,KDEN,5/1/2020
SWA3010,,a2685b,KPHX,KSEA,5/1/2020
SWA1151,,ab5e9b,KLAX,KLAS,5/1/2020
AAL2455,,adf068,KLAX,KBOS,5/1/2020
ASA7096,,a6ce36,PANC,KSEA,5/1/2020
UPS9721,,a4dd5e,KDFW,KSDF,5/1/2020
AAL724,,a742c2,KSFO,KPHL,5/1/2020
UAL481,,aa84cb,KSFO,KORD,5/1/2020
JBU498,,ad7ab8,KSEA,KBOS,5/1/2020
JBU1424,,ada5ee,KLAX,KJFK,5/1/2020
CAL5322,,899105,PANC,KJFK,5/1/2020
JBU602,,a72b6b,KPHX,KBOS,5/1/2020
CAO1049,,780bb6,PANC,KJFK,5/1/2020
AAL296,,ac22c5,KLAX,KORD,5/1/2020
UPS2997,,a771a8,PANC,KSDF,5/1/2020
UPS608,,a542a6,KDFW,KORD,5/1/2020
UPS804,,a5c2ea,KDFW,KDEN,5/1/2020
NKS1972,,acd961,KPHX,KDFW,5/1/2020
GTI2428,,a60b1e,KORD,KDFW,5/1/2020
KAL233,,71c076,KORD,KSEA,5/1/2020
CAL5235,,899106,KORD,KSEA,5/1/2020
CAO1053,,78007f,PANC,KORD,5/1/2020
SOO7680,,a96412,PANC,KJFK,5/1/2020
NCA134,,847183,PANC,KORD,5/1/2020
JBU917,,a182f6,KBOS,KJFK,5/1/2020
ASA114,,a340d2,PANC,KSEA,5/1/2020
CAL5148,,899104,PANC,KORD,5/1/2020
SKW2981,,a9903a,KDTW,KORD,5/1/2020
AAL2442,,ad20f4,KIAH,KDFW,5/1/2020
AAL738,,a0191e,KBOS,KPHL,5/1/2020
SWA1188,,a24fb8,KATL,KLAS,5/1/2020
AAL2265,,a35e66,KBOS,KORD,5/1/2020
AAL2261,,a4afbe,KATL,KORD,5/1/2020
AAL2527,,ad036e,KBOS,KDFW,5/1/2020
UPS91,,a38dd8,PANC,KSDF,5/1/2020
UAL449,,aa7e7d,KBOS,KORD,5/1/2020
JBU2577,,ada227,KBOS,KLAS,5/1/2020
JBU290,,a36553,KDCA,KBOS,5/1/2020
UPS9893,,a5aa47,KIAH,KDFW,5/1/2020
AAL1839,,ad8769,KDCA,KDFW,5/1/2020
JBU215,,a845f4,KBOS,KDFW,5/1/2020
AAL1657,,a1314e,KBOS,KPHL,5/1/2020
AAL1224,,a4ba76,KIAH,KORD,5/1/2020
AAL2812,,a0fcd4,KDFW,KORD,5/1/2020
CKK227,,78071b,PANC,KORD,5/1/2020
AAL1081,,a3f500,KDCA,KLAS,5/1/2020
AAL2551,,ad5d5f,KIAH,KDFW,5/1/2020
AAL2304,,ab15ba,KDCA,KORD,5/1/2020
AJT1917,,a9fdc5,KLAX,KSEA,5/1/2020
EVA662,,899137,PANC,KORD,5/1/2020
UPS127,,a30626,PANC,KSDF,5/1/2020
AAL1469,,ad9645,KDFW,KDFW,5/1/2020
GTI2428,,a60b1e,KDFW,KSEA,5/1/2020
AAL1854,,ad8ed7,KORD,KPHL,5/1/2020
UPS2867,,a3f579,KPHX,KSDF,5/1/2020
AAL2747,,ab284d,KDFW,KBOS,5/1/2020
AAL919,,ad5398,KDFW,KFLL,5/1/2020
AAL2384,,aa79f6,KORD,KBOS,5/1/2020
UPS5501,,a08bdd,KORD,KSDF,5/1/2020
AAL2600,,adf068,KBOS,KDFW,5/1/2020
AAL1968,,abe2a3,KORD,KSFO,5/1/2020
UAL2748,,ac5d61,KORD,KSFO,5/1/2020
ASA1011,,abaceb,KORD,KSEA,5/1/2020
RPA3448,,a9ffeb,KDTW,KORD,5/1/2020
DAL1243,,a3725a,KATL,KDFW,5/1/2020
UPS2859,,a3376c,KPHX,KSDF,5/1/2020
DAL1060,,a486d8,KDTW,KFLL,5/1/2020
DAL521,,a071c8,KORD,KSEA,5/1/2020
AAL1567,,abedc8,KATL,KDFW,5/1/2020
EDV4980,,ac78b0,KDTW,KJFK,5/1/2020
SKW3611,,aaee9c,KDTW,KORD,5/1/2020
AAL152,,ac8ce5,KDFW,KSFO,5/1/2020
DAL1492,,a35a92,KDTW,KBOS,5/1/2020
AAL2748,,a07b3e,KSEA,KDFW,5/1/2020
DAL2350,,a37d8d,KATL,KJFK,5/1/2020
DAL2796,,a4795a,KATL,KBOS,5/1/2020
SKW3093,,a98515,KDTW,KORD,5/1/2020
DAL1038,,a44db3,KATL,KSFO,5/1/2020
DAL1108,,aba1a0,KDTW,KSEA,5/1/2020
ASA7005,,a82c98,PANC,KSEA,5/1/2020
AAL2622,,ad6758,KDFW,KPHL,5/1/2020
UPS2773,,a09702,KIAH,KSDF,5/1/2020
DAL320,,a44291,KATL,KSEA,5/1/2020
UAL730,,a5b1a8,KORD,KPHL,5/1/2020
DAL745,,ac058a,KDTW,KSFO,5/1/2020
DAL404,,a05b7e,KDTW,KDFW,5/1/2020
AAL2101,,ab1971,KDCA,KDFW,5/1/2020
UAL642,,a9d5e4,KIAH,KORD,5/1/2020
AAL2378,,a3c60d,KIAH,KDFW,5/1/2020
AAL1239,,acfd2c,KBOS,KORD,5/1/2020
AAL1598,,ab1bf0,KLAX,KORD,5/1/2020
JBU169,,ad935b,KBOS,KFLL,5/1/2020
AAL1198,,a0f91d,KSFO,KDFW,5/1/2020
NKS3,,a94236,KORD,KFLL,5/1/2020
DAL2703,,a0311d,KSFO,KSEA,5/1/2020
DAL2988,,a01037,KSFO,KORD,5/1/2020
SKW3465,,a18b41,KLAX,KSFO,5/1/2020
UPS5509,,a2feb8,KDFW,KSDF,5/1/2020
UPS5503,,a3aa32,KLAX,KSDF,5/1/2020
RPA4315,,a53ba4,KDCA,KBOS,5/1/2020
FFT2382,,a3a538,KATL,KPHL,5/1/2020
UPS2751,,a2d382,KDFW,KSDF,5/1/2020
ASA80,,a300a9,PANC,KSEA,5/1/2020
AAL1316,,a098f6,KDFW,KPDX,5/1/2020
AAL1079,,a0f73c,KDFW,KSEA,5/1/2020
SKW3490,,a14d78,KSEA,KSFO,5/1/2020
DAL1436,,a9acb8,KLAX,KJFK,5/1/2020
DAL2240,,a448db,PANC,KSEA,5/1/2020
ASA1353,,ab856c,KLAX,KSEA,5/1/2020
AAL2923,,ad5d5f,KDFW,KLAS,5/1/2020
CSN437,,780da9,PANC,KORD,5/1/2020
UAL1846,,a44588,KPHX,KORD,5/1/2020
JBU590,,a44371,KDCA,KBOS,5/1/2020
AAL2778,,ad7da2,KATL,KDFW,5/1/2020
UPS2853,,a06f83,KPHX,KSDF,5/1/2020
DAL1287,,a4462e,KLAX,KSEA,5/1/2020
SWA860,,ac83c0,KSEA,KDEN,5/1/2020
KAP265,,aa0e90,KBOS,KBOS,5/1/2020
ASA925,,a59d63,KPHX,KSEA,5/1/2020
SWA1933,,abdd4a,KPHX,KDEN,5/1/2020
AAL2428,,a0fcd4,KORD,KDFW,5/1/2020
SWA2032,,a4c8a3,KPHX,KSJC,5/1/2020
DAL1391,,a37335,KPHX,KSEA,5/1/2020
AAL1113,,ada64d,KDFW,KSJC,5/1/2020
SWA451,,aa0e1c,KATL,KFLL,5/1/2020
DAL2328,,a4200d,KLAX,KPDX,5/1/2020
SKW5399,,a02dda,KIAH,KDFW,5/1/2020
ASA713,,a4c6b3,KIAH,KDFW,5/1/2020
DAL2313,,a36f7e,KLAX,KSFO,5/1/2020
ASA273,,a2dce1,KBOS,KSEA,5/1/2020
DAL1467,,aa7fa1,KSEA,KJFK,5/1/2020
SKW3613,,a28f80,KSEA,KPDX,5/1/2020
UAL330,,a5954e,KDCA,KORD,5/1/2020
RPA3712,,a9bc12,KDTW,KORD,5/1/2020
ASA1201,,a24dc1,KSEA,KPDX,5/1/2020
UAL1419,,ab4c9f,KIAH,KSFO,5/1/2020
AAL1033,,ad1c11,KDCA,KORD,5/1/2020
QXE2567,,a87cf9,KSFO,KPDX,5/1/2020
DAL348,,acb104,KATL,KSDF,5/1/2020
SKW5085,,ac7ac9,KORD,KDEN,5/1/2020
AAL1540,,adab31,KSEA,KORD,5/1/2020
RPA3523,,a88e46,KIAH,KDEN,5/1/2020
QXE2337,,a82a44,KSEA,KSFO,5/1/2020
AAL2264,,a4afbe,KORD,KBOS,5/1/2020
AAL256,,a06a09,KLAX,KORD,5/1/2020
SWA4405,,ab6339,KPHX,KSEA,5/1/2020
AAL190,,accb22,KPHX,KORD,5/1/2020
SKW3951,,a2c992,KLAX,KSJC,5/1/2020
QXE2797,,a83569,KSEA,KSJC,5/1/2020
SWA1759,,a95535,KLAX,KSFO,5/1/2020
SWA1149,,a58a67,KPHX,KSFO,5/1/2020
AAL2470,,ac22c5,KORD,KDEN,5/1/2020
ASH6202,,a678c3,KIAH,KSDF,5/1/2020
JBU759,,a3f82a,KBOS,KPHL,5/1/2020
UAL1068,,a50c3e,KIAH,KLAS,5/1/2020
AAL2459,,a4ee2e,KLAX,KDFW,5/1/2020
BOX484,,3c4589,KORD,KDFW,5/1/2020
AAL277,,ab2372,KIAH,KDFW,5/1/2020
DAL1547,,a33d5a,KATL,KDEN,5/1/2020
UAL390,,ac1988,KIAH,KORD,5/1/2020
NKS609,,a8a43a,KBOS,KFLL,5/1/2020
DAL1402,,a3b796,KATL,KLAS,5/1/2020
AAL792,,ad79eb,KDFW,KPHL,5/1/2020
DAL972,,adf06d,KATL,KORD,5/1/2020
AAL2220,,a082ac,KORD,KDFW,5/1/2020
UAL1738,,a097e9,KORD,KLAS,5/1/2020
SKW3622,,a320f9,KLAX,KLAS,5/1/2020
UAL1811,,a23a28,KIAH,KDEN,5/1/2020
AAL429,,a3b4d6,KDCA,KDFW,5/1/2020
UAL2039,,a76f48,KLAX,KORD,5/1/2020
AAL1146,,a3244a,KDTW,KDFW,5/1/2020
SWA262,,abb1c2,KSFO,KLAS,5/1/2020
JIA5059,,a7f3ae,KDFW,KPHL,5/1/2020
DAL1895,,acb102,KATL,KPHL,5/1/2020
UAL2433,,aa568f,KSFO,KLAS,5/1/2020
AAL2691,,addb4a,KSFO,KORD,5/1/2020
UAL1770,,a3cf4f,KSFO,KPDX,5/1/2020
ABX904,,a34e40,KSEA,KPDX,5/1/2020
KAP87,,a28545,KBOS,KBOS,5/1/2020
AAL1287,,aa79f6,KBOS,KORD,5/1/2020
AAL1460,,ac97e4,KDFW,KPDX,5/1/2020
UAL277,,aae757,KSFO,KSEA,5/1/2020
AAL1401,,acda02,KDFW,KLAS,5/1/2020
ASA22,,ab8cda,KSEA,KORD,5/1/2020
JBU1214,,a845f4,KDFW,KBOS,5/1/2020
ASH6355,,ac0417,KIAH,KPHL,5/1/2020
ASA703,,a5dee3,KLAX,KSEA,5/1/2020
AAL854,,a4dd65,KPHX,KPHL,5/1/2020
AAL2248,,a09533,KDFW,KSFO,5/1/2020
CKS937,,a954ca,PANC,KORD,5/1/2020
SKW3570,,a2abda,KSEA,KSJC,5/1/2020
UAL2228,,a41722,KSFO,KDEN,5/1/2020
DAL557,,a3ed69,KSEA,KLAS,5/1/2020
ASA1459,,acc3bd,KSFO,KSEA,5/1/2020
SKW5420,,a02dda,KDFW,KDEN,5/1/2020
DAL1025,,a3f120,KSEA,KSFO,5/1/2020
AAL1114,,a1226e,KPHX,KDFW,5/1/2020
DAL2985,,a0311d,KSEA,KDEN,5/1/2020
FFT402,,a36516,KLAX,KDEN,5/1/2020
AAL352,,ada296,KDFW,KSJC,5/1/2020
UAL1502,,a837a6,KLAX,KDEN,5/1/2020
GTI552,,a4eb80,PANC,KORD,5/1/2020
AAL2095,,a65408,KORD,KPHL,5/1/2020
UAL2751,,aa1368,KLAX,KDEN,5/1/2020
SKW3666,,ac5d38,KDTW,KORD,5/1/2020
JBU1856,,a707a3,KATL,KBOS,5/1/2020
UAL2314,,aa7abd,KORD,KDEN,5/1/2020
AAL152,,ac8ce5,KSFO,KDFW,5/1/2020
FFT662,,a3904c,KSFO,KDEN,5/1/2020
AAL777,,ab385e,KPHX,KLAS,5/1/2020
AAL1569,,aba281,KPHX,KBOS,5/1/2020
UAL624,,aa7e51,KIAH,KORD,5/1/2020
SWA672,,abe501,KPHX,KPHL,5/1/2020
AAL888,,ad4fe1,KORD,KBOS,5/1/2020
AAL1844,,a0fea6,KPHX,KSFO,5/1/2020
ASA713,,a4c6b3,KDFW,KSEA,5/1/2020
SKW3333,,a11e8b,KLAX,KSFO,5/1/2020
ENY4102,,a8df74,KORD,KSDF,5/1/2020
SWA2986,,a95535,KSFO,KLAS,5/1/2020
AAL2747,,ab284d,KBOS,KDFW,5/1/2020
AAL1555,,a07b3e,KDFW,KSDF,5/1/2020
AAL861,,aa59a5,KDFW,KDFW,5/1/2020
AAL2412,,adb0b4,KDFW,KORD,5/1/2020
AAL2533,,ab1971,KDFW,KPHL,5/1/2020
AAR286,,71bc21,KLAX,KSFO,5/1/2020
UAL605,,a94bfc,KSFO,KORD,5/1/2020
DAL988,,a32acf,KDTW,KBOS,5/1/2020
FFT750,,a37db9,KPHX,KDEN,5/1/2020
AAL345,,abe2a3,KSFO,KORD,5/1/2020
ASA122,,a602ab,KSEA,KFLL,5/1/2020
AAR2921,,71bc19,PANC,KORD,5/1/2020
QXE2941,,a831b2,KSFO,KSEA,5/1/2020
NKS9107,,ac8a63,KDFW,KFLL,5/1/2020
SKW3453,,a1878a,KSEA,KLAS,5/1/2020
EDV4886,,a14c70,KBOS,KJFK,5/1/2020
AAL1363,,acfd2c,KORD,KLAS,5/1/2020
AAL1399,,a4bf41,KPHX,KDFW,5/1/2020
DAL1462,,a071c8,KSEA,KORD,5/1/2020
GJS4403,,a70ee6,KDTW,KORD,5/1/2020
DAL1587,,a448fc,KLAX,KSEA,5/1/2020
ENY4157,,a21127,KIAH,KORD,5/1/2020
AAL2754,,ad8ed7,KORD,KDFW,5/1/2020
AAL2354,,a0a2bd,KLAX,KDFW,5/1/2020
QXE2272,,a871d4,KLAX,KPDX,5/1/2020
ASA900,,a30bce,KSEA,KPDX,5/1/2020
ASH9811,,acdcec,KPHX,KDFW,5/1/2020
AAL651,,adaee8,KDFW,KORD,5/1/2020
RPA4538,,a53ba4,KDCA,KSDF,5/1/2020
SKW3616,,a29337,KSEA,KPDX,5/1/2020
RPA4281,,a03f84,KATL,KPHL,5/1/2020
QXE2866,,a85ce8,KSEA,KSFO,5/1/2020
JBU424,,ad7e6f,KLAX,KJFK,5/1/2020
AAL592,,ad9b28,KDFW,KLAS,5/1/2020
AAL1583,,a05776,KLAX,KLAS,5/1/2020
UAL415,,a3a0eb,KLAX,KORD,5/1/2020
AAL2639,,acae2e,KORD,KSFO,5/1/2020
DAL378,,a9450d,KATL,KFLL,5/1/2020
DAL1019,,ad876e,KATL,KORD,5/1/2020
SWA2159,,abe101,KPHX,KLAS,5/1/2020
AAL1079,,a0f73c,KSEA,KDFW,5/1/2020
AAL2262,,a4afbe,KBOS,KORD,5/1/2020
SWA1984,,ab6339,KSEA,KLAS,5/1/2020
ASH5775,,acc267,KPHX,KDFW,5/1/2020
RPA4402,,a0835d,KDCA,KPHL,5/1/2020
PDT4921,,a89076,KDTW,KPHL,5/1/2020
AAL615,,a10d82,KPHX,KORD,5/1/2020
CAL5254,,899101,KATL,KDFW,5/1/2020
JBU2711,,a33a1d,KBOS,KORD,5/1/2020
DAL1327,,a36f7e,KLAX,KSFO,5/1/2020
DAL2680,,acc23f,KATL,KSEA,5/1/2020
AAL1796,,ad9811,KPHX,KDFW,5/1/2020
UAL1899,,a46d4f,KIAH,KORD,5/1/2020
QXE2138,,a81f1f,KLAX,KSEA,5/1/2020
AAL2630,,ace6e2,KIAH,KDFW,5/1/2020
ASA90,,a340d2,PANC,KSEA,5/1/2020
SWA300,,aa7734,KLAX,KSFO,5/1/2020
ASA716,,a5320b,KSEA,KDFW,5/1/2020
DAL1274,,a45592,KATL,KBOS,5/1/2020
RPA3562,,a8847f,KATL,KORD,5/1/2020
SKW4113,,a15c01,KDTW,KPHL,5/1/2020
RPA4664,,a50549,KIAH,KPHL,5/1/2020
AAL1309,,acbf63,KATL,KDFW,5/1/2020
AAL2391,,accb22,KORD,KPHL,5/1/2020
AAL808,,a1226e,KDFW,KPHL,5/1/2020
ASA426,,accee2,KSEA,KJFK,5/1/2020
SKW3985,,a320f9,KLAX,KLAS,5/1/2020
JSX102,,a28392,KPHX,KLAS,5/1/2020
AAL2559,,ad036e,KDTW,KDFW,5/1/2020
NKS736,,a6b1a3,KLAX,KORD,5/1/2020
AAL2579,,a3244a,KDFW,KBOS,5/1/2020
AAL2198,,a0cdf3,KDFW,KFLL,5/1/2020
AAL937,,ac96be,KDCA,KDFW,5/1/2020
NKS840,,a6a425,KSEA,KPDX,5/1/2020
QXE2270,,a83f30,KSFO,KSEA,5/1/2020
RPA5674,,a1c57e,KBOS,KJFK,5/1/2020
UAL838,,a2cb14,KSFO,KSFO,5/1/2020
SCX121,,ab48cc,KDFW,KLAS,5/1/2020
AAL1907,,adab31,KORD,KDFW,5/1/2020
AAL1630,,a0fcd4,KATL,KDFW,5/1/2020
UAL2060,,ab5dd4,KDCA,KORD,5/1/2020
NKS2971,,ace0cf,KLAX,KDFW,5/1/2020
RPA3561,,a851db,KORD,KSDF,5/1/2020
UAL305,,aa84cb,KORD,KSFO,5/1/2020
AAL1671,,a09533,KSFO,KDFW,5/1/2020
UAL1928,,a445ee,KORD,KSEA,5/1/2020
UAL1752,,a923a7,KORD,KBOS,5/1/2020
NKS297,,a6c436,KDTW,KLAS,5/1/2020
AAL883,,acab11,KPHX,KORD,5/1/2020
NKS245,,a68414,KORD,KLAS,5/1/2020
JBU534,,ad9ac9,KSFO,KBOS,5/1/2020
SKW3440,,a1311e,KSFO,KLAS,5/1/2020
AAL725,,ad4fe1,KBOS,KORD,5/1/2020
AAL1342,,a0ade2,KDCA,KDFW,5/1/2020
QXE2934,,a891e5,KLAX,KSEA,5/1/2020
AAL2830,,ab586f,KIAH,KDFW,5/1/2020
RPA4314,,a52911,KBOS,KPHL,5/1/2020
SKW2959,,a7df23,KDFW,KSDF,5/1/2020
UAL816,,a94b29,KSEA,KSFO,5/1/2020
DAL887,,a44502,KATL,KPDX,5/1/2020
DAL2021,,a8def1,KATL,KJFK,5/1/2020
DAL511,,ac491d,KATL,KSDF,5/1/2020
GTI7168,,a4bc76,PANC,KDFW,5/1/2020
JBU464,,ada5ee,KSEA,KJFK,5/1/2020
DAL1608,,add2b5,KATL,KORD,5/1/2020
BTQ904,,a9b053,KDFW,KDFW,5/1/2020
NCA134,,846def,PANC,KORD,5/1/2020
AAL1175,,a0ddfb,KDFW,KSFO,5/1/2020
PDT4968,,a828d5,KDTW,KPHL,5/1/2020
AAL1576,,a0ebab,KDFW,KFLL,5/1/2020
DAL1092,,aca99c,KDTW,KSEA,5/1/2020
JBU2112,,a33a1d,KORD,KBOS,5/1/2020
AAL1463,,a0aa2b,KDFW,KORD,5/1/2020
UAL1554,,aa56b6,KDCA,KSFO,5/1/2020
RPA4304,,a0232a,KATL,KPHL,5/1/2020
AAL1251,,ad7ece,KORD,KBOS,5/1/2020
DAL1262,,a37335,KPHX,KSEA,5/1/2020
JBU416,,adb35c,KSFO,KJFK,5/1/2020
AAL401,,a129dc,KLAX,KORD,5/1/2020
AAL758,,a4b065,KPHX,KDFW,5/1/2020
