callsign,Column1,icao24,origin,destination,firstseen
SKW3622,,a2e9a3,KLAX,KLAS,5/4/2020
SWA457,,abd94d,KSFO,KLAS,5/4/2020
FFT668,,a34ecc,KSFO,KDEN,5/4/2020
DAL1462,,a02681,KSEA,KORD,5/4/2020
AAL777,,a6e131,KPHX,KLAS,5/4/2020
JBU1856,,a7b0c4,KATL,KBOS,5/4/2020
SWA4405,,abd9d9,KPHX,KSEA,5/4/2020
AAL629,,a163f2,KPHX,KPHL,5/4/2020
AAL1569,,ab3d39,KPHX,KBOS,5/4/2020
ASA713,,a4df56,KDFW,KSEA,5/4/2020
AAL1287,,aa79f6,KBOS,KORD,5/4/2020
PDT4953,,a7e907,KDTW,KPHL,5/4/2020
AAL1859,,acea99,KDFW,KSFO,5/4/2020
SKW3333,,a13c43,KLAX,KSFO,5/4/2020
AAL1844,,acc76b,KPHX,KSFO,5/4/2020
AAL2544,,adeddd,KDFW,KSEA,5/4/2020
FFT411,,a3c549,KORD,KDEN,5/4/2020
AAL2412,,ad9811,KDFW,KORD,5/4/2020
UAL2362,,ab3a0c,KLAX,KORD,5/4/2020
AAL888,,a35e66,KORD,KBOS,5/4/2020
AAL1148,,a34209,KDFW,KBOS,5/4/2020
AAL2533,,ac066b,KDFW,KPHL,5/4/2020
FFT404,,a3414e,KLAX,KDEN,5/4/2020
CAL5254,,899111,KATL,KDFW,5/4/2020
UAL1745,,ac0b61,KSFO,KDEN,5/4/2020
ASH5927,,ac9ae8,KDFW,KSDF,5/4/2020
EDV5129,,ac78b0,KDTW,KJFK,5/4/2020
ASA32,,a2ebbd,KSEA,KPHL,5/4/2020
DAL988,,a4795a,KDTW,KBOS,5/4/2020
SKW5385,,a0fe7a,KSFO,KPDX,5/4/2020
AAL1260,,ace0d2,KSFO,KDFW,5/4/2020
SKW5354,,a07cd8,KSFO,KLAS,5/4/2020
ASA122,,a2e806,KSEA,KFLL,5/4/2020
AAL9651,,a4afbe,KBOS,KORD,5/4/2020
UAL2267,,aaeb0e,KSFO,KBOS,5/4/2020
UAL2334,,aba91b,KPHX,KORD,5/4/2020
UAL838,,a13de2,KSFO,KSFO,5/4/2020
SKW5738,,a04424,KSFO,KSEA,5/4/2020
SKW3453,,a17140,KSEA,KLAS,5/4/2020
AAL345,,adb3cb,KSFO,KORD,5/4/2020
NKS1971,,acd961,KPHX,KLAS,5/4/2020
FFT752,,a3db93,KPHX,KDEN,5/4/2020
UAL1941,,a61d00,KSFO,KORD,5/4/2020
AAL1363,,ad83b2,KORD,KLAS,5/4/2020
DAL302,,a44a61,KSEA,KJFK,5/4/2020
ENY4157,,a24ef0,KIAH,KORD,5/4/2020
RPA3412,,a9d86c,KBOS,KORD,5/4/2020
ASA900,,a36851,KSEA,KPDX,5/4/2020
SWA1444,,a508c5,KLAX,KLAS,5/4/2020
RPA4316,,a01f73,KDCA,KBOS,5/4/2020
ASA9566,,a855e2,KSEA,KPDX,5/4/2020
QXE2272,,a822d6,KLAX,KPDX,5/4/2020
SWA2072,,abf396,KSEA,KDEN,5/4/2020
AAL2354,,a0f91d,KLAX,KDFW,5/4/2020
DAL802,,a071c8,KSEA,KDEN,5/4/2020
DAL1587,,a44969,KLAX,KSEA,5/4/2020
RPA4281,,a0433b,KATL,KPHL,5/4/2020
DAL1109,,a3f4d7,KSEA,KLAS,5/4/2020
AAL2754,,abe2a3,KORD,KDFW,5/4/2020
SKW3616,,a324b0,KSEA,KPDX,5/4/2020
JBU2711,,a3f82a,KBOS,KORD,5/4/2020
AAL1079,,a657bf,KSEA,KDFW,5/4/2020
DAL1019,,a7e509,KATL,KORD,5/4/2020
ASH5804,,accd8c,KDFW,KDFW,5/4/2020
QXE2866,,a83569,KSEA,KSFO,5/4/2020
UAL1899,,a3b268,KIAH,KORD,5/4/2020
AAL592,,acca88,KDFW,KLAS,5/4/2020
RPA4402,,a05470,KDCA,KPHL,5/4/2020
AAL615,,a6d9c3,KPHX,KORD,5/4/2020
AAL2262,,a9f818,KBOS,KORD,5/4/2020
ASA64,,a7f286,PANC,KSEA,5/4/2020
JBU424,,ada5ee,KLAX,KJFK,5/4/2020
AAL2630,,ad20f4,KIAH,KDFW,5/4/2020
NKS2937,,a842a9,KDTW,KDFW,5/4/2020
SKW5601,,a038ff,KDFW,KORD,5/4/2020
ASA716,,a25b3f,KSEA,KDFW,5/4/2020
EDV4666,,ac7c67,KDTW,KPHL,5/4/2020
RPA4664,,a07bef,KIAH,KPHL,5/4/2020
RPA3562,,a9d0fe,KATL,KORD,5/4/2020
NKS840,,a64294,KSEA,KPDX,5/4/2020
QXE2138,,a87942,KLAX,KSEA,5/4/2020
AAL808,,ad9f7f,KDFW,KPHL,5/4/2020
FDX9731,,a8058a,PANC,KORD,5/4/2020
JSX102,,a24370,KPHX,KLAS,5/4/2020
AAL2579,,a3c9c5,KDFW,KBOS,5/4/2020
AAL233,,a77f2d,KSFO,KPHL,5/4/2020
NKS736,,a69549,KLAX,KORD,5/4/2020
ASA426,,acc3bd,KSEA,KJFK,5/4/2020
JBU488,,ad7701,KLAX,KBOS,5/4/2020
ANZ6084,,c8273f,KLAX,KORD,5/4/2020
QXE2270,,a82dfb,KSFO,KSEA,5/4/2020
SKW5447,,a0dab2,KDTW,KORD,5/4/2020
SWA197,,aa7409,KPHX,KLAS,5/4/2020
AAL1630,,a05c59,KATL,KDFW,5/4/2020
UAL217,,ab9078,KSFO,KDEN,5/4/2020
SWA1152,,abef79,KATL,KLAS,5/4/2020
DAL351,,a3f88e,KLAX,KSFO,5/4/2020
SWA1734,,a56e0d,KPHX,KSJC,5/4/2020
SWA4405,,abd9d9,KSEA,KDEN,5/4/2020
AAL1671,,adeca5,KSFO,KDFW,5/4/2020
AAL2755,,a149f1,KSEA,KDFW,5/4/2020
RPA5674,,a1c57e,KBOS,KJFK,5/4/2020
NKS245,,a68414,KORD,KLAS,5/4/2020
JBU534,,ad9e73,KSFO,KBOS,5/4/2020
AAL883,,a762d3,KPHX,KORD,5/4/2020
AAL1342,,a06010,KDCA,KDFW,5/4/2020
AAL2319,,ad4873,KPHX,KPDX,5/4/2020
AAL725,,a35e66,KBOS,KORD,5/4/2020
UPS9751,,a080b8,KIAH,KORD,5/4/2020
NKS297,,a678ef,KDTW,KLAS,5/4/2020
UAL2318,,ac4717,KPHX,KDEN,5/4/2020
SWA1826,,abf308,KLAX,KSFO,5/4/2020
SKW3440,,a13c43,KSFO,KLAS,5/4/2020
SWA1330,,abe3c8,KPHX,KDEN,5/4/2020
SKW3623,,a2e9a3,KLAX,KLAS,5/4/2020
SKW5373,,a04424,KSEA,KSFO,5/4/2020
DAL887,,a44502,KATL,KPDX,5/4/2020
AAL1143,,ab1fbb,KDFW,KSDF,5/4/2020
JBU464,,adb35c,KSEA,KJFK,5/4/2020
CKS917,,a4b151,PANC,KJFK,5/4/2020
DAL1135,,a94156,KATL,KJFK,5/4/2020
NCA134,,846a5b,PANC,KORD,5/4/2020
SWA1312,,a4c4ec,KLAX,KLAS,5/4/2020
SKW5282,,a0c20f,KLAX,KSFO,5/4/2020
QXE2197,,a83f30,KPHX,KPDX,5/4/2020
SKW5318,,a19ecf,KPHX,KSFO,5/4/2020
AAL2009,,ac81d2,KDFW,KSEA,5/4/2020
AAL1859,,acea99,KSFO,KDFW,5/4/2020
DAL1608,,add66c,KATL,KORD,5/4/2020
SKW3335,,a129b0,KLAX,KSFO,5/4/2020
SWA2093,,a2b759,KSEA,KLAS,5/4/2020
ASA7098,,a828e1,PANC,KSEA,5/4/2020
AAL1359,,a0de99,KORD,KPHL,5/4/2020
DAL426,,a8ce92,KATL,KFLL,5/4/2020
SWA2259,,abdd09,KLAX,KSJC,5/4/2020
DAL779,,aa7833,KATL,KSEA,5/4/2020
DAL1092,,aba1a0,KDTW,KSEA,5/4/2020
PDT4968,,a8251e,KDTW,KPHL,5/4/2020
AAL2334,,abedc8,KDFW,KPHL,5/4/2020
RPA4304,,a50549,KATL,KPHL,5/4/2020
AAL1576,,ade18c,KDFW,KFLL,5/4/2020
JBU2112,,a3f82a,KORD,KBOS,5/4/2020
AAL1485,,ad2ea4,KORD,KSEA,5/4/2020
AAL1148,,a34209,KBOS,KDFW,5/4/2020
QXE2547,,a51714,KSEA,KPDX,5/4/2020
JBU416,,adb723,KSFO,KJFK,5/4/2020
AAL758,,a14da8,KPHX,KDFW,5/4/2020
QXE2122,,a83569,KSFO,KPDX,5/4/2020
AAL242,,a336e3,KATL,KDFW,5/4/2020
UPS105,,a3f930,PANC,KSDF,5/4/2020
AAL1463,,adddd5,KDFW,KORD,5/4/2020
DAL1262,,a3f120,KPHX,KSEA,5/4/2020
AAL1119,,ad7634,KATL,KORD,5/4/2020
SWA393,,a22bf0,KPHX,KLAS,5/4/2020
UPS67,,a2be96,PANC,KSDF,5/4/2020
DAL1821,,ac058a,KDTW,KDEN,5/4/2020
NKS1199,,a6c436,KIAH,KLAS,5/4/2020
AAL2240,,adeddd,KSEA,KDFW,5/4/2020
CAL5261,,899111,KDFW,KSEA,5/4/2020
AAL187,,a7302f,KLAX,KPHL,5/4/2020
AAL147,,a33327,KLAX,KDFW,5/4/2020
QXE2165,,a86a66,KPHX,KSEA,5/4/2020
UPS63,,a80321,PANC,KSDF,5/4/2020
AAL2763,,a17c95,KPHX,KBOS,5/4/2020
UPS61,,a777b8,PANC,KSDF,5/4/2020
RPA3600,,a86e35,KORD,KSDF,5/4/2020
ASA525,,abaceb,KLAX,KSEA,5/4/2020
KAL233,,71be24,PANC,KORD,5/4/2020
JBU1336,,a33a1d,KDTW,KBOS,5/4/2020
AAL1776,,aa3226,KBOS,KPHL,5/4/2020
ASA1205,,a54aae,KSEA,KPDX,5/4/2020
AAL139,,acd296,KSFO,KDFW,5/4/2020
UPS99,,a76df1,PANC,KSDF,5/4/2020
AAL496,,aae1ea,KORD,KDFW,5/4/2020
UAL341,,ab6cb0,KORD,KDEN,5/4/2020
AAL2288,,adc17b,KDCA,KDFW,5/4/2020
RPA3426,,abd7d1,KORD,KBOS,5/4/2020
RPA3472,,aa127e,KORD,KPHL,5/4/2020
UAL257,,a31961,KORD,KSFO,5/4/2020
UPS77,,a7ff6a,PANC,KSDF,5/4/2020
AAL1172,,a3d4ed,KORD,KBOS,5/4/2020
ASA66,,a74e7a,PANC,KSEA,5/4/2020
UAL1400,,ac0e63,KORD,KDFW,5/4/2020
SKW3456,,a1589d,KLAX,KSJC,5/4/2020
ASA104,,a602ab,PANC,KSEA,5/4/2020
ASA26,,ab8cda,KSEA,KORD,5/4/2020
ASA596,,a2228b,KSEA,KLAS,5/4/2020
AAL401,,acaec8,KLAX,KORD,5/4/2020
AAL536,,a7cb0b,KPHX,KSJC,5/4/2020
AAL578,,a71b43,KPHX,KSEA,5/4/2020
SWA540,,a4d621,KPHX,KDEN,5/4/2020
AAL1986,,ad5d5f,KDFW,KPDX,5/4/2020
SWA417,,a24757,KATL,KPHL,5/4/2020
ASA405,,acda07,KSEA,KSFO,5/4/2020
DAL992,,a4463e,KATL,KSFO,5/5/2020
CAL5234,,899107,PANC,KORD,5/5/2020
AAL364,,ad6884,KDFW,KSJC,5/5/2020
QXE2209,,a84e0c,KSFO,KSEA,5/5/2020
DAL31,,a4200d,KATL,KDFW,5/5/2020
UAL2289,,a9d5e5,KIAH,KORD,5/5/2020
RPA5646,,a1acdb,KDTW,KSDF,5/5/2020
UAL1853,,a553ce,KIAH,KSFO,5/5/2020
AAL52,,a742c2,KATL,KDFW,5/5/2020
AAL686,,a129dc,KPHX,KSFO,5/5/2020
EDV4899,,ac7c67,KDTW,KJFK,5/5/2020
UAL2100,,a5b55f,KIAH,KFLL,5/5/2020
EDV4892,,acab54,KDTW,KORD,5/5/2020
AAL1766,,a07522,KPHX,KDFW,5/5/2020
ASA324,,a300a9,KSEA,KSJC,5/5/2020
ASH6021,,ac2bd5,KIAH,KDFW,5/5/2020
AAL42,,a09188,KLAX,KPHL,5/5/2020
DAL1237,,abc1bc,KDTW,KBOS,5/5/2020
DAL401,,a057c7,KSFO,KSEA,5/5/2020
SKW3311,,a16d89,KLAX,KSFO,5/5/2020
UAL1994,,ac55f3,KSFO,KORD,5/5/2020
AAL425,,a8bbbc,KPHX,KLAS,5/5/2020
SWA1551,,abf308,KSFO,KLAS,5/5/2020
QXE2940,,a88467,KPHX,KSEA,5/5/2020
AAL2679,,aa79f6,KDCA,KORD,5/5/2020
SWA186,,a2ded8,KLAX,KLAS,5/5/2020
SKW5382,,a0e220,KSFO,KLAS,5/5/2020
SKW5404,,a07cd8,KSFO,KPDX,5/5/2020
QXE2668,,a4b93a,KSEA,KPDX,5/5/2020
SKW5408,,a1bee0,KSFO,KSEA,5/5/2020
UPS601,,a2cfcb,KORD,KSDF,5/5/2020
JBU1117,,a3f82a,KBOS,KJFK,5/5/2020
AAL1271,,aa88d2,KIAH,KDFW,5/5/2020
UPS611,,a542a6,KORD,KPHL,5/5/2020
SWA1079,,ac7c52,KSEA,KSJC,5/5/2020
AAL630,,ac31a1,KPHX,KORD,5/5/2020
DAL496,,a3fffc,KATL,KBOS,5/5/2020
AAL574,,ac5cd7,KLAX,KDFW,5/5/2020
DAL952,,a996e1,KATL,KSDF,5/5/2020
SWA1083,,aaa9b6,KPHX,KSJC,5/5/2020
DAL1846,,ac7aa1,KATL,KPHL,5/5/2020
UPS1305,,a3b1a0,KATL,KSDF,5/5/2020
AAL2506,,a3c60d,KORD,KPHL,5/5/2020
UPS751,,a3026f,KDFW,KSDF,5/5/2020
DAL1699,,a01037,KSEA,KSFO,5/5/2020
SWA590,,abb205,KPHX,KSFO,5/5/2020
DAL690,,a3ed69,KSEA,KLAS,5/5/2020
AAL2826,,ab271f,KDFW,KORD,5/5/2020
UPS1013,,a39b56,KBOS,KSDF,5/5/2020
UPS855,,a0934b,KPHX,KSDF,5/5/2020
DAL1836,,a44570,KLAX,KSEA,5/5/2020
DAL1010,,a3c5ea,KLAX,KPDX,5/5/2020
DAL712,,a3f88e,KLAX,KSFO,5/5/2020
UPS1017,,a076f1,KBOS,KPHL,5/5/2020
UPS1481,,a2afba,KDTW,KSDF,5/5/2020
QXE2704,,a4ae15,KSEA,KPDX,5/5/2020
UPS765,,a2c604,KDFW,KSDF,5/5/2020
UPS1483,,a52c5c,KDTW,KPHL,5/5/2020
SWA425,,ab62ad,KPHX,KLAS,5/5/2020
UPS903,,a324d9,KLAX,KSDF,5/5/2020
UPS1307,,a3ca43,KATL,KPHL,5/5/2020
UPS767,,a2d382,KDFW,KSDF,5/5/2020
AAL1294,,a149f1,KDFW,KORD,5/5/2020
UPS893,,a53eef,KPHX,KDFW,5/5/2020
UPS1301,,a08826,KATL,KDFW,5/5/2020
UPS607,,a0fea3,KORD,KDFW,5/5/2020
UPS609,,a080b8,KORD,KPHL,5/5/2020
UPS857,,a3f1c2,KPHX,KSDF,5/5/2020
AAL2108,,aa0701,KPHX,KSJC,5/5/2020
AAL2738,,ac22c5,KORD,KDFW,5/5/2020
UPS771,,a2f13a,KIAH,KSDF,5/5/2020
SKW2991,,a9f302,KORD,KSDF,5/5/2020
UPS613,,a3ade9,KORD,KSDF,5/5/2020
UPS775,,a5867f,KIAH,KDFW,5/5/2020
UPS1303,,a30d94,KATL,KSDF,5/5/2020
SKW4123,,a2e9a3,KLAX,KSJC,5/5/2020
AAL2224,,a06010,KDFW,KPDX,5/5/2020
UPS605,,a0c5ef,KORD,KSDF,5/5/2020
UPS793,,a11136,KDFW,KSDF,5/5/2020
SKW3556,,a2e5ec,KLAX,KLAS,5/5/2020
AAL446,,acd296,KDFW,KSFO,5/5/2020
SKW3589,,a2fe8f,KSEA,KPDX,5/5/2020
ASA9560,,a4df56,PANC,KSEA,5/5/2020
AAL784,,ad8cec,KLAX,KPHL,5/5/2020
AAL724,,a129dc,KSFO,KPHL,5/5/2020
UPS929,,a1226b,KIAH,KDFW,5/5/2020
UPS933,,a4e883,KIAH,KSDF,5/5/2020
GTI2848,,a60b1e,KLAX,KSFO,5/5/2020
UPS2997,,a7f445,PANC,KSDF,5/5/2020
KAL233,,71be24,KORD,KSEA,5/5/2020
GTI568,,a6189c,PANC,KORD,5/5/2020
UPS91,,a3aa32,PANC,KSDF,5/5/2020
UAL2220,,a2a2e6,KSFO,KORD,5/5/2020
CPA2072,,780a3e,PANC,KORD,5/5/2020
KAL8214,,71be10,KLAX,KSFO,5/5/2020
UAL1511,,abb089,KLAX,KORD,5/5/2020
KAL8257,,71c044,PANC,KJFK,5/5/2020
SOO7640,,a96b80,PANC,KJFK,5/5/2020
AAL296,,ac8a66,KLAX,KORD,5/5/2020
UPS804,,a53eef,KDFW,KDEN,5/5/2020
CAO1053,,780bb8,PANC,KORD,5/5/2020
UPS608,,a08826,KDFW,KORD,5/5/2020
CAL5134,,899112,PANC,KORD,5/5/2020
ASA114,,a602ab,PANC,KSEA,5/5/2020
JBU917,,a2b26b,KBOS,KJFK,5/5/2020
KAL8235,,71be03,PANC,KORD,5/5/2020
UPS9810,,a080b8,KBOS,KPHL,5/5/2020
AAL2442,,ad35e0,KIAH,KDFW,5/5/2020
AAL328,,ad7ece,KORD,KDFW,5/5/2020
AAL2812,,ade543,KDFW,KORD,5/5/2020
UPS9713,,a3ca43,KATL,KSDF,5/5/2020
CKK227,,78071b,PANC,KORD,5/5/2020
RPA3405,,a87d11,KBOS,KORD,5/5/2020
AAL2527,,a3c9c5,KBOS,KDFW,5/5/2020
UAL1584,,a135cb,KIAH,KORD,5/5/2020
UAL1825,,ab5a1d,KDCA,KORD,5/5/2020
SWA1184,,aa6ba6,KDCA,KFLL,5/5/2020
AAL2491,,abe2a3,KDTW,KDFW,5/5/2020
RPA3511,,a9d0fe,KATL,KORD,5/5/2020
UPS2855,,a4359b,KPHX,KSDF,5/5/2020
UPS2019,,a0abee,KBOS,KDFW,5/5/2020
AAL2551,,ad99fc,KIAH,KDFW,5/5/2020
SKW5958,,a81205,KDTW,KORD,5/5/2020
AJT1917,,a9fdc5,KLAX,KSEA,5/5/2020
UPS2013,,a3f579,KBOS,KSDF,5/5/2020
AAR2423,,71bc21,PANC,KORD,5/5/2020
CKS1920,,aa4932,KLAX,KSFO,5/5/2020
DAL521,,a02681,KORD,KSEA,5/5/2020
AAL1854,,ad928e,KORD,KPHL,5/5/2020
UAL2026,,a4ec2d,KIAH,KSFO,5/5/2020
UPS9716,,a4e4cc,KIAH,KSDF,5/5/2020
ASH5860,,a23fe5,KDFW,KSDF,5/5/2020
UAL2166,,ac55f3,KORD,KSFO,5/5/2020
JBU169,,ad935b,KBOS,KFLL,5/5/2020
CAL5322,,899104,PANC,KJFK,5/5/2020
AAL2622,,ac5cd7,KDFW,KPHL,5/5/2020
AAL2600,,a08a1a,KBOS,KDFW,5/5/2020
EDV4895,,a3183d,KDTW,KORD,5/5/2020
DAL1130,,a36f7e,KATL,KJFK,5/5/2020
GTI7132,,a658a1,PANC,KORD,5/5/2020
DAL1243,,a48321,KATL,KDFW,5/5/2020
DAL404,,a04e00,KDTW,KDFW,5/5/2020
DAL745,,a44db3,KDTW,KSFO,5/5/2020
UPS2865,,a3376c,KPHX,KPHL,5/5/2020
CSN5201,,7800eb,PANC,KORD,5/5/2020
DAL1060,,a42b32,KDTW,KFLL,5/5/2020
DAL1492,,a3b796,KDTW,KBOS,5/5/2020
DAL320,,ab678e,KATL,KSEA,5/5/2020
DAL1038,,a449f1,KATL,KSFO,5/5/2020
DAL857,,a00c7a,KATL,KBOS,5/5/2020
UPS2783,,a26473,KDFW,KSDF,5/5/2020
UPS2771,,a0a480,KIAH,KSDF,5/5/2020
DAL1108,,ab2b23,KDTW,KSEA,5/5/2020
ASA1011,,ab8cda,KORD,KSEA,5/5/2020
AAL2101,,adab31,KDCA,KDFW,5/5/2020
AAL1598,,ab1bf0,KLAX,KORD,5/5/2020
NKS3,,a68ddb,KORD,KFLL,5/5/2020
AAL2378,,ad5fea,KIAH,KDFW,5/5/2020
UPS5501,,a08bdd,KORD,KSDF,5/5/2020
ASA7005,,a828e1,PANC,KSEA,5/5/2020
UPS2773,,a4080c,KIAH,KSDF,5/5/2020
SWA117,,aab1af,KATL,KFLL,5/5/2020
AAR2921,,71bc20,PANC,KORD,5/5/2020
SWA1415,,a55055,KATL,KLAS,5/5/2020
UPS2751,,a757a7,KDFW,KSDF,5/5/2020
ASA80,,a5320b,PANC,KSEA,5/5/2020
AAL1667,,a0d19e,KSEA,KDFW,5/5/2020
CSN435,,780da9,PANC,KORD,5/5/2020
AAL2428,,a3cd7d,KORD,KDFW,5/5/2020
ASH9810,,ac89b3,KDFW,KDFW,5/5/2020
AAL1734,,ad6ff2,KDFW,KORD,5/5/2020
UPS2905,,a3577d,KLAX,KDFW,5/5/2020
SWA1243,,abf29f,KSFO,KLAS,5/5/2020
ASA1353,,ab9091,KLAX,KSEA,5/5/2020
SWA686,,abe7c5,KLAX,KSJC,5/5/2020
DAL1436,,a97dcb,KLAX,KJFK,5/5/2020
JBU843,,a3a575,KDCA,KFLL,5/5/2020
AAL2649,,addf01,KDFW,KLAS,5/5/2020
DAL840,,a44969,PANC,KSEA,5/5/2020
JBU590,,a33a1d,KDCA,KBOS,5/5/2020
SWA644,,a54bab,KLAX,KLAS,5/5/2020
RPA4315,,a09239,KDCA,KBOS,5/5/2020
ASA925,,a2dce1,KPHX,KSEA,5/5/2020
UAL2426,,a24c99,KIAH,KBOS,5/5/2020
AAL2778,,ad9003,KATL,KDFW,5/5/2020
CKS935,,aa9830,PANC,KORD,5/5/2020
UAL574,,ab4531,KORD,KSFO,5/5/2020
UAL1068,,ab618b,KIAH,KLAS,5/5/2020
DAL1287,,a4414a,KLAX,KSEA,5/5/2020
DAL348,,acd0cf,KATL,KSDF,5/5/2020
SKW5594,,a0abc5,KORD,KDFW,5/5/2020
EDV4926,,ac7c67,KBOS,KJFK,5/5/2020
UPS5509,,a0be81,KDFW,KSDF,5/5/2020
UAL722,,ab5a1d,KORD,KFLL,5/5/2020
SKW5349,,a1bee0,KSEA,KSFO,5/5/2020
RPA3475,,a9eeb6,KORD,KPHL,5/5/2020
UAL2420,,a5954e,KORD,KLAS,5/5/2020
UAL216,,abacd2,KIAH,KORD,5/5/2020
ASA273,,a61797,KBOS,KSEA,5/5/2020
DAL1391,,a3f120,KPHX,KSEA,5/5/2020
DAL725,,a3c9a1,KLAX,KSFO,5/5/2020
GJS4607,,a6b4c3,KORD,KSDF,5/5/2020
ASH6046,,ac2bb6,KIAH,KDFW,5/5/2020
RPA3452,,aa03a2,KORD,KBOS,5/5/2020
ABX904,,aa218d,KSEA,KPDX,5/5/2020
AAL1033,,abac48,KDCA,KORD,5/5/2020
ASA713,,a25b3f,KIAH,KDFW,5/5/2020
DAL809,,a06a5a,KSFO,KSEA,5/5/2020
ASA1098,,a3133c,PANC,KSEA,5/5/2020
ASA1201,,a54aae,KSEA,KPDX,5/5/2020
UAL1419,,a57f04,KIAH,KSFO,5/5/2020
AAL739,,a78e09,KPHX,KORD,5/5/2020
QXE2337,,a86a66,KSEA,KSFO,5/5/2020
AAL1799,,acf207,KLAX,KPHL,5/5/2020
AAL256,,a05776,KLAX,KORD,5/5/2020
ASA682,,a5521c,KSEA,KDEN,5/5/2020
SKW5285,,a0c20f,KLAX,KSFO,5/5/2020
AAL2459,,adcca6,KLAX,KDFW,5/5/2020
DAL1402,,a48e46,KATL,KLAS,5/5/2020
AAL2220,,ade543,KORD,KDFW,5/5/2020
DAL972,,aced29,KATL,KORD,5/5/2020
AAL429,,ad4c2a,KDCA,KDFW,5/5/2020
SKW3344,,a13c43,KSEA,KSJC,5/5/2020
ASA56,,a526e6,KATL,KSEA,5/5/2020
AAL792,,adc2a7,KDFW,KPHL,5/5/2020
ENY4249,,a1e23a,KIAH,KDFW,5/5/2020
AAL1180,,ac90a7,KDFW,KFLL,5/5/2020
AAL2755,,a1515b,KDFW,KSEA,5/5/2020
AAL1146,,ab1971,KDTW,KDFW,5/5/2020
DAL1895,,acad4b,KATL,KPHL,5/5/2020
DAL419,,a8e262,KATL,KFLL,5/5/2020
AAL854,,a6e89f,KPHX,KPHL,5/5/2020
AAL1460,,ad1fc8,KDFW,KPDX,5/5/2020
ASA703,,a51968,KLAX,KSEA,5/5/2020
ASA1459,,acda07,KSFO,KSEA,5/5/2020
ASA681,,a5fef4,KDTW,KSEA,5/5/2020
SWA1378,,abc40d,KSEA,KSJC,5/5/2020
DAL1694,,a3f88e,KLAX,KDFW,5/5/2020
SWA1593,,ace19a,KSFO,KDEN,5/5/2020
DAL800,,a01b5c,KSEA,KSFO,5/5/2020
AAL1106,,ad3997,KORD,KDFW,5/5/2020
AAL1114,,a7178c,KPHX,KDFW,5/5/2020
SWA457,,abe80e,KSFO,KLAS,5/5/2020
AAL2095,,ab93a5,KORD,KPHL,5/5/2020
SWA4405,,abd155,KPHX,KSEA,5/5/2020
DAL1462,,a057c7,KSEA,KORD,5/5/2020
SKW3622,,a2e9a3,KLAX,KLAS,5/5/2020
AAL629,,a1314e,KPHX,KPHL,5/5/2020
UAL202,,aaeb0e,KBOS,KSFO,5/5/2020
ASA713,,a25b3f,KDFW,KSEA,5/5/2020
SKW3333,,a1878a,KLAX,KSFO,5/5/2020
SWA1030,,aaad8f,KPHX,KLAS,5/5/2020
EVA669,,899121,KATL,KDFW,5/5/2020
AAL2412,,a699a1,KDFW,KORD,5/5/2020
AAL2533,,adab31,KDFW,KPHL,5/5/2020
UAL2362,,aae757,KLAX,KORD,5/5/2020
ASH5927,,a24ec1,KDFW,KSDF,5/5/2020
UAL1745,,ac0b80,KSFO,KDEN,5/5/2020
DAL367,,a491f1,KLAX,KDEN,5/5/2020
EDV5129,,acab54,KDTW,KJFK,5/5/2020
FFT752,,a41bb5,KPHX,KDEN,5/5/2020
ASA32,,a4df56,KSEA,KPHL,5/5/2020
SKW5738,,a0e220,KSFO,KSEA,5/5/2020
SKW5354,,a1bee0,KSFO,KLAS,5/5/2020
SKW5385,,a0baa1,KSFO,KPDX,5/5/2020
ASA122,,a30460,KSEA,KFLL,5/5/2020
AAL969,,aca3a3,KDFW,KSFO,5/5/2020
DAL988,,a451db,KDTW,KBOS,5/5/2020
UAL1941,,ac55f3,KSFO,KORD,5/5/2020
UAL2334,,a61d00,KPHX,KORD,5/5/2020
AAL2635,,ac96be,KDFW,KDEN,5/5/2020
AAL2511,,ab0485,KLAX,KDFW,5/5/2020
AAL1399,,a4e6c0,KPHX,KDFW,5/5/2020
AAL1309,,ab64b8,KATL,KDFW,5/5/2020
DAL9755,,a95c54,KATL,KORD,5/5/2020
UAL2267,,a553ce,KSFO,KBOS,5/5/2020
SKW3453,,a12d67,KSEA,KLAS,5/5/2020
AAL2754,,ac8a66,KORD,KDFW,5/5/2020
DAL302,,aa7833,KSEA,KJFK,5/5/2020
SWA1444,,aab09a,KLAX,KLAS,5/5/2020
SWA2072,,abaadd,KSEA,KDEN,5/5/2020
UAL838,,a43100,KSFO,KSFO,5/5/2020
RPA4316,,a09239,KDCA,KBOS,5/5/2020
DAL1587,,a44e1c,KLAX,KSEA,5/5/2020
SWA754,,abae8f,KLAX,KDEN,5/5/2020
RPA3412,,aa03a2,KBOS,KORD,5/5/2020
UPS2020,,a07d01,KDFW,KPHL,5/5/2020
AAL1027,,ac7f41,KDFW,KORD,5/5/2020
DAL1109,,a3ed69,KSEA,KLAS,5/5/2020
SKW3616,,a2fe8f,KSEA,KPDX,5/5/2020
ASA900,,a2919a,KSEA,KPDX,5/5/2020
DAL802,,a06a5a,KSEA,KDEN,5/5/2020
QXE2866,,a851c3,KSEA,KSFO,5/5/2020
UAL1899,,a135cb,KIAH,KORD,5/5/2020
AAL30,,adb782,KDFW,KLAS,5/5/2020
SKW5893,,a81205,KDCA,KORD,5/5/2020
