callsign,,icao24,origin,destination,firstseen
UPS775,,a4ec3a,KIAH,KDFW,2/5/2020
SWA1733,,abe475,KPHX,KSEA,2/5/2020
DAL2637,,a4463e,KSEA,KLAS,2/5/2020
AAL892,,ab5fdd,KLAX,KSFO,2/5/2020
UPS609,,a0e600,KORD,KPHL,2/5/2020
UPS607,,a4b5df,KORD,KDFW,2/5/2020
QXE2448,,a817b1,KSEA,KSEA,2/5/2020
UPS613,,a42466,KORD,KSDF,2/5/2020
ASA604,,a32a88,KSEA,KLAS,2/5/2020
ASA1933,,aba324,KLAX,KSFO,2/5/2020
UPS771,,a2daf0,KIAH,KSDF,2/5/2020
AAL312,,adb476,KLAX,KLAS,2/5/2020
AAL756,,aaed17,KLAX,KSJC,2/5/2020
JBU1224,,ad7701,KLAX,KJFK,2/5/2020
SWA2114,,a29eb6,KSEA,KSJC,2/5/2020
ASA355,,a2dce1,KLAX,KSEA,2/5/2020
AAL1290,,a336df,KPHX,KLAS,2/5/2020
AAL2738,,acdfa6,KORD,KDFW,2/5/2020
UPS767,,a27abd,KDFW,KSDF,2/5/2020
UPS605,,a0d36d,KORD,KSDF,2/5/2020
DAL2388,,ab3133,KLAX,KSEA,2/5/2020
UPS793,,a0e9b7,KDFW,KSDF,2/5/2020
UPS751,,a09ab9,KDFW,KSDF,2/5/2020
SWA2008,,a591d5,KPHX,KSJC,2/5/2020
ASA176,,a87428,PANC,KSEA,2/5/2020
DAL1162,,a14c29,KLAX,KJFK,2/5/2020
SWA419,,a58a67,KPHX,KSFO,2/5/2020
GTI7187,,a4bc76,KORD,KDFW,2/5/2020
DAL2379,,a376ec,KSEA,KPDX,2/5/2020
DAL2621,,a033ff,KSEA,KSFO,2/5/2020
ASA1094,,a51968,KSEA,KSFO,2/5/2020
DAL1332,,ab1ffe,KLAX,KSFO,2/5/2020
AAL1763,,ad6116,KLAX,KLAS,2/5/2020
ASA322,,a69b92,KSEA,KSJC,2/5/2020
ASA752,,a5d007,KSEA,KSEA,2/5/2020
NKS310,,ac9f4f,KLAX,KFLL,2/5/2020
SWA1567,,acb664,KLAX,KLAS,2/5/2020
UAL2201,,a553ce,KLAX,KSFO,2/5/2020
QXE2172,,a8557a,KLAX,KSJC,2/5/2020
CPZ5731,,a7e18a,KLAX,KSJC,2/5/2020
DAL2962,,ac8d3c,KLAX,KLAS,2/5/2020
SWA1757,,a5958c,KLAX,KSFO,2/5/2020
AAL10,,a033ae,KLAX,KJFK,2/5/2020
AAL981,,a77b76,KLAX,KPHL,2/5/2020
JBU602,,a7f6f6,KPHX,KBOS,2/5/2020
ASA470,,a5b3ad,KLAX,KJFK,2/5/2020
CPZ6044,,a1d4bc,KLAX,KPDX,2/5/2020
CPZ6085,,a1dc2a,KLAX,KSFO,2/5/2020
SWA577,,a4cc5a,KPHX,KLAS,2/5/2020
SWA2092,,aaa28d,KLAX,KSJC,2/5/2020
CPZ6095,,a1d105,KLAX,KSJC,2/5/2020
UPS9721,,a5666e,KDFW,KSDF,2/5/2020
UPS9753,,a5a2d9,KDFW,KSDF,2/5/2020
AAL1280,,ab5383,KPHX,KJFK,2/5/2020
AAL1658,,ad08ef,KPHX,KPHL,2/5/2020
JBU988,,adbe91,KLAX,KBOS,2/5/2020
SKW3313,,a11ad4,KLAX,KSFO,2/5/2020
ASA1653,,a24a0a,KLAX,KSEA,2/5/2020
DAL2932,,a977bb,KLAX,KBOS,2/5/2020
ASA865,,a67b81,KLAX,KFLL,2/5/2020
JBU100,,ad6bdc,KLAX,KFLL,2/5/2020
AAL2455,,a07177,KLAX,KBOS,2/5/2020
ASA608,,a6c311,KSEA,KLAS,2/5/2020
AAL256,,a163f2,KLAX,KPHL,2/5/2020
AAL1339,,add793,KLAX,KLAS,2/5/2020
DAL1908,,a1373d,KLAX,KJFK,2/5/2020
JBU136,,a967eb,KPHX,KJFK,2/5/2020
ASA484,,ab9448,KLAX,KLAS,2/5/2020
UAL2291,,a8d465,KLAX,KORD,2/5/2020
ASA7096,,a82c98,PANC,KSEA,2/5/2020
DAL302,,a997cc,KSEA,KJFK,2/5/2020
AAL28,,a01112,KLAX,KJFK,2/5/2020
CSN437,,780aeb,PANC,KORD,2/5/2020
JBU1158,,a776b2,KPHX,KFLL,2/5/2020
ASA18,,ab9091,KSEA,KJFK,2/5/2020
JBU264,,ad2445,KSEA,KJFK,2/5/2020
AAL2651,,acb827,KPHX,KJFK,2/5/2020
JBU1424,,add734,KLAX,KJFK,2/5/2020
ASA982,,a30460,KSEA,KFLL,2/5/2020
AAL851,,a66346,KLAX,KPHL,2/5/2020
SKW3933,,a26801,KSEA,KPDX,2/5/2020
KAL214,,71c045,KLAX,KSFO,2/5/2020
QXE2566,,a4ae15,KSEA,KPDX,2/5/2020
AAL782,,acb9ed,KPHX,KPHL,2/5/2020
ASA1402,,a61b4e,KSEA,KPDX,2/5/2020
ASA460,,a70aa1,KLAX,KJFK,2/5/2020
UAL614,,a94b08,KSEA,KORD,2/5/2020
AAL296,,a06db4,KLAX,KORD,2/5/2020
UAL660,,a8d4ad,KLAX,KORD,2/5/2020
AAL2254,,ad857e,KLAX,KDFW,2/5/2020
JBU498,,addadb,KSEA,KBOS,2/5/2020
NKS972,,a8ef81,KPHX,KDFW,2/5/2020
UPS2997,,a757a7,PANC,KSDF,2/5/2020
JBU2024,,ad646e,KLAX,KJFK,2/5/2020
AAL292,,a03765,KLAX,KJFK,2/5/2020
UPS608,,a4ec3a,KDFW,KORD,2/5/2020
UPS804,,a59b6b,KDFW,KDEN,2/5/2020
ASA1010,,a66ca5,KSEA,KORD,2/5/2020
QFA7581,,abbe4a,PANC,KJFK,2/5/2020
AAL1405,,a3f8b8,KLAX,KDFW,2/5/2020
AIJ841,,0d0644,KORD,KSFO,2/5/2020
EVA662,,899121,PANC,KORD,2/5/2020
AAL362,,acf849,KLAX,KORD,2/5/2020
ASA108,,a2228b,PANC,KSEA,2/5/2020
ASA134,,a69f49,PANC,KPDX,2/5/2020
AAL2006,,ab525f,KDTW,KPHL,2/5/2020
SKW2981,,aa01de,KDTW,KORD,2/5/2020
SWA1278,,a53f20,KDTW,KDEN,2/5/2020
AAL328,,a0f566,KORD,KDFW,2/5/2020
AAL2812,,a7869b,KDFW,KORD,2/5/2020
NKS2,,a8d6de,KORD,KFLL,2/5/2020
UAL558,,a2c338,KDTW,KORD,2/5/2020
NKS972,,a8ef81,KDFW,KFLL,2/5/2020
NKS417,,a91349,KDTW,KFLL,2/5/2020
FFT411,,a21432,KORD,KDEN,2/5/2020
ASA100,,a33964,PANC,KSEA,2/5/2020
ATN1917,,a6b5e7,KLAX,KSEA,2/5/2020
ASA116,,a2a686,PANC,KSEA,2/5/2020
UAL342,,a10e29,KORD,KBOS,2/5/2020
DAL2250,,adc8ee,KDTW,KORD,2/5/2020
RPA5618,,a1be10,KORD,KJFK,2/5/2020
DAL2437,,ac6364,KDTW,KBOS,2/5/2020
AAL2562,,a12bcd,KDFW,KPHL,2/5/2020
UAL2166,,a3a082,KORD,KSFO,2/5/2020
DAL487,,a3b4b5,KORD,KSEA,2/5/2020
NKS940,,a6a7dc,KDFW,KORD,2/5/2020
UAL577,,a57796,KDTW,KSFO,2/5/2020
ASA27,,a300a9,KORD,KSEA,2/5/2020
DAL2369,,a017a5,KDTW,KDFW,2/5/2020
RPA5890,,ac26cf,KORD,KBOS,2/5/2020
SKW3843,,a6f5d7,KDTW,KPHL,2/5/2020
CKS1920,,aa41c4,KLAX,KSFO,2/5/2020
UPS2855,,a3e08d,KPHX,KSDF,2/5/2020
AAL2551,,acd5ad,KIAH,KDFW,2/5/2020
AAL1854,,ac9e26,KORD,KPHL,2/5/2020
ASA637,,a2e098,KPHX,KSEA,2/5/2020
UAL403,,a94b48,KORD,KDEN,2/5/2020
DAL1128,,ad9db8,KDTW,KJFK,2/5/2020
JBU2036,,a3f82a,KDTW,KBOS,2/5/2020
ASA569,,a5a11a,KIAH,KSEA,2/5/2020
AAL1625,,ab5c12,KORD,KDFW,2/5/2020
UAL554,,a2b810,KIAH,KDEN,2/5/2020
SKW3746,,acfd98,KDTW,KSDF,2/5/2020
FFT754,,ad116c,KPHX,KDEN,2/5/2020
NKS3,,a8dcee,KORD,KFLL,2/5/2020
AAL791,,a1978f,KPHX,KLAS,2/5/2020
DAL819,,ac3f9c,KPHX,KJFK,2/5/2020
UAL656,,a94b2e,KPHX,KORD,2/5/2020
JBU563,,a84d62,KORD,KFLL,2/5/2020
AAL698,,a1463a,KPHX,KDFW,2/5/2020
UPS2859,,a36a10,KPHX,KSDF,2/5/2020
UAL1822,,ab2520,KDFW,KDEN,2/5/2020
NKS1045,,a94236,KDFW,KLAS,2/5/2020
SWA1008,,abbd8d,KPHX,KLAS,2/5/2020
UPS2771,,a0e9b7,KIAH,KSDF,2/5/2020
GTI7109,,a4c79b,KLAX,KSFO,2/5/2020
DAL675,,ab1c47,KDTW,KSJC,2/5/2020
SKW5381,,a0808f,KDFW,KSFO,2/5/2020
DAL1428,,a3dfeb,KORD,KSFO,2/5/2020
UPS5501,,a1226b,KORD,KSDF,2/5/2020
SKW3093,,a9bb70,KDTW,KORD,2/5/2020
SWA1526,,a582f9,KLAX,KLAS,2/5/2020
JBU24,,ace063,KLAX,KJFK,2/5/2020
UAL404,,a837a6,KIAH,KSFO,2/5/2020
UAL2064,,aa568f,KPHX,KSFO,2/5/2020
UPS2865,,a420af,KPHX,KPHL,2/5/2020
DAL2900,,a06e11,KDFW,KJFK,2/5/2020
DAL745,,ac9e77,KDTW,KSFO,2/5/2020
UAL2083,,ab819c,KIAH,KFLL,2/5/2020
DAL1668,,aae9a3,KDTW,KFLL,2/5/2020
SWA972,,aa7b10,KPHX,KDEN,2/5/2020
DAL1255,,acd83d,KDTW,KORD,2/5/2020
ASA959,,a6c6c8,KPHX,KPDX,2/5/2020
AAL2923,,ad4873,KDFW,KLAS,2/5/2020
DAL581,,a7ad84,KDTW,KSEA,2/5/2020
DAL1622,,a42a5c,KDTW,KLAS,2/5/2020
JBU288,,ad2095,KLAX,KBOS,2/5/2020
UAL2421,,a94bfc,KIAH,KLAS,2/5/2020
LOF4620,,a11fe7,KORD,KSDF,2/5/2020
ASH6264,,abdc76,KIAH,KPHL,2/5/2020
AAL449,,a78a52,KPHX,KPHL,2/5/2020
UPS2773,,a39b56,KIAH,KSDF,2/5/2020
SKW3393,,a149c1,KLAX,KSFO,2/5/2020
QXE2950,,a8268d,KSEA,KSFO,2/5/2020
AAL1417,,aaed0d,KORD,KORD,2/5/2020
ASA730,,a6ce36,PANC,KSEA,2/5/2020
NKS562,,a8754d,KLAX,KLAS,2/5/2020
UAL1656,,a46d4f,KORD,KORD,2/5/2020
UAL1253,,a6e258,KIAH,KBOS,2/5/2020
SWA2123,,aab1d2,KSEA,KDEN,2/5/2020
UAL1261,,a85f29,KORD,KORD,2/5/2020
SKW5958,,a067ec,KDTW,KORD,2/5/2020
AAL2811,,a08a1a,KLAX,KDFW,2/5/2020
UAL2395,,a76f6d,KORD,KLAS,2/5/2020
AAL2428,,a0b199,KORD,KDFW,2/5/2020
NKS1967,,ac7f3e,KDFW,KFLL,2/5/2020
SWA762,,aaa875,KLAX,KSJC,2/5/2020
NKS1068,,a65527,KSEA,KLAS,2/5/2020
SKW5237,,a5c504,KIAH,KORD,2/5/2020
UAL2436,,a9238a,KSEA,KDEN,2/5/2020
ASA453,,a6a4cb,KLAX,KSEA,2/5/2020
UAL1185,,a37fa1,KIAH,KSEA,2/5/2020
UAL2139,,a8d465,KORD,KFLL,2/5/2020
UAL1572,,aa56f8,KORD,KBOS,2/5/2020
ASA492,,a2228b,KSEA,KLAS,2/5/2020
UAL1841,,ab417a,KORD,KDFW,2/5/2020
NKS2033,,a8b926,KPHX,KSEA,2/5/2020
AAL2378,,acd481,KIAH,KDFW,2/5/2020
DAL1587,,a45072,KLAX,KSEA,2/5/2020
DAL1307,,a04a49,KDTW,KDFW,2/5/2020
ASA658,,a2adf4,KSEA,KDFW,2/5/2020
UAL2118,,aaa5ae,KIAH,KDEN,2/5/2020
AAL1224,,aa6113,KIAH,KORD,2/5/2020
SWA670,,aa7a3c,KSEA,KLAS,2/5/2020
UPS2751,,a77b6f,KDFW,KSDF,2/5/2020
SWA1758,,a9ed12,KLAX,KSFO,2/5/2020
AAL1652,,acf975,KORD,KPHL,2/5/2020
ASA1232,,a360e3,KLAX,KORD,2/5/2020
DAL1436,,a12861,KLAX,KJFK,2/5/2020
UAL920,,a8ad4e,KPHX,KORD,2/5/2020
ENY4076,,acdbe7,KORD,KSDF,2/5/2020
UAL471,,a61949,KLAX,KSFO,2/5/2020
UAL2142,,aa56d8,KLAX,KDEN,2/5/2020
ASA344,,a24a0a,KSEA,KSJC,2/5/2020
SWA1236,,abef54,KSEA,KSJC,2/5/2020
UPS2905,,a3376c,KLAX,KDFW,2/5/2020
UAL2315,,a1239d,KORD,KORD,2/5/2020
AAL407,,a4b7d3,KPHX,KDFW,2/5/2020
ASH5836,,ac85fc,KPHX,KDFW,2/5/2020
AAL1079,,a6e131,KDFW,KSEA,2/5/2020
DAL2313,,a495b4,KLAX,KSFO,2/5/2020
ASA1789,,ab77ee,KLAX,KPDX,2/5/2020
AAL1579,,ac5cd7,KDFW,KFLL,2/5/2020
SWA1045,,a728eb,KLAX,KSJC,2/5/2020
SWA898,,aa77c0,KPHX,KSJC,2/5/2020
CPZ5712,,a81077,KLAX,KLAS,2/5/2020
UAL1198,,a46d95,KORD,KORD,2/5/2020
UAL2265,,a923ee,KLAX,KORD,2/5/2020
SOO3609,,a67399,KIAH,KPDX,2/5/2020
DAL1576,,a3e9c5,KLAX,KDFW,2/5/2020
DAL3078,,a3f4d7,KSEA,KORD,2/5/2020
AAL1316,,a09188,KDFW,KPDX,2/5/2020
ASA672,,a84706,KSEA,KDEN,2/5/2020
DAL1060,,ab4eeb,KDTW,KFLL,2/5/2020
AAL2765,,a11eb7,KPHX,KORD,2/5/2020
RPA5904,,a19dff,KORD,KBOS,2/5/2020
AAL118,,a0428a,KLAX,KJFK,2/5/2020
AAL2372,,a17acb,KDFW,KPHL,2/5/2020
QXE2001,,a51714,KSEA,KPDX,2/5/2020
DAL747,,a47597,KPHX,KSEA,2/5/2020
AAL1805,,adb014,KLAX,KORD,2/5/2020
AAL2891,,ad0851,KLAX,KSFO,2/5/2020
UPS2785,,a2e25e,KDFW,KSDF,2/5/2020
UAL1774,,aa56db,KPHX,KDEN,2/5/2020
CPZ6058,,a1a218,KLAX,KSEA,2/5/2020
UAL1610,,a8d4b0,KORD,KSFO,2/5/2020
AAL2649,,adbb39,KDFW,KLAS,2/5/2020
UAL2335,,a46d26,KORD,KFLL,2/5/2020
NKS193,,a8e0a5,KIAH,KLAS,2/5/2020
DAL1492,,a41c69,KDTW,KBOS,2/5/2020
AAL947,,ac7e15,KORD,KDFW,2/5/2020
SWA796,,aa9ef9,KLAX,KDEN,2/5/2020
UAL1420,,a5ee13,KORD,KBOS,2/5/2020
DAL2473,,adddda,KDTW,KPHL,2/5/2020
CPZ5734,,a80909,KLAX,KSJC,2/5/2020
ASA82,,a7811e,PANC,KSEA,2/5/2020
AAL2105,,ab7627,KPHX,KSJC,2/5/2020
NKS266,,ac86ac,KLAX,KPHL,2/5/2020
DAL2240,,ab58b2,PANC,KSEA,2/5/2020
JBU124,,add376,KLAX,KJFK,2/5/2020
SWA1774,,a4e146,KPHX,KSFO,2/5/2020
AAL1765,,a0c42c,KPHX,KDFW,2/5/2020
DAL2414,,a4414a,KSEA,KLAS,2/5/2020
SWA927,,a968c6,KLAX,KLAS,2/5/2020
CPZ6011,,a1d873,KLAX,KSJC,2/5/2020
DAL2490,,a00c80,KSEA,KSFO,2/5/2020
NKS511,,a8fe5d,KDTW,KLAS,2/5/2020
ASA615,,a58c2e,KPHX,KSEA,2/5/2020
UAL528,,ac523c,KSEA,KSFO,2/5/2020
AAL710,,aafbf3,KPHX,KSEA,2/5/2020
AAL1113,,aa2e6f,KDFW,KSJC,2/5/2020
DAL572,,a022c6,KSEA,KSJC,2/5/2020
JBU1012,,a1ff83,KORD,KBOS,2/5/2020
ASA531,,a68e81,KLAX,KSEA,2/5/2020
AAL1260,,ad4fe1,KDFW,KSFO,2/5/2020
AAL1598,,a07522,KLAX,KORD,2/5/2020
ASA1011,,a66ca5,KORD,KSEA,2/5/2020
ASA7005,,a828e1,PANC,KSEA,2/5/2020
UAL1998,,a83787,KIAH,KSFO,2/5/2020
AAL711,,ad9645,KPHX,KLAS,2/5/2020
NKS357,,a81163,KORD,KLAS,2/5/2020
UAL488,,a44565,KLAX,KSFO,2/5/2020
AAL1667,,adda24,KSEA,KDFW,2/5/2020
NKS1360,,a83ef2,KDTW,KFLL,2/5/2020
ASA410,,a4ce21,KLAX,KJFK,2/5/2020
SKW3601,,a2f111,KSEA,KPDX,2/5/2020
AAL1799,,aaffa2,KLAX,KPHL,2/5/2020
RPA3509,,a9b4a4,KDTW,KORD,2/5/2020
SWA5854,,abe77a,KPHX,KLAS,2/5/2020
UAL2040,,a58672,KIAH,KFLL,2/5/2020
UPS5509,,a0e249,KDFW,KSDF,2/5/2020
ASA12,,a3133c,KSEA,KBOS,2/5/2020
ASQ4088,,a7d7f3,KIAH,KSDF,2/5/2020
AAL1112,,ad7ece,KDFW,KORD,2/5/2020
DAL1228,,a40d7a,KLAX,KDEN,2/5/2020
DAL1467,,a95dba,KSEA,KJFK,2/5/2020
ASA1935,,a7b779,KLAX,KSFO,2/5/2020
DAL1526,,a9a901,KLAX,KBOS,2/5/2020
ASA32,,a2dce1,KSEA,KPHL,2/5/2020
DAL1287,,a466c7,KLAX,KSEA,2/5/2020
AAL1045,,ac22c5,KORD,KSEA,2/5/2020
UAL1839,,a98d7e,KIAH,KSJC,2/5/2020
CPZ6087,,a19e61,KLAX,KDEN,2/5/2020
SWA2125,,aa9b65,KLAX,KSJC,2/5/2020
ABX904,,aa9bc1,KSEA,KPDX,2/5/2020
AAL2,,a04641,KLAX,KJFK,2/5/2020
SKW5386,,ad906f,KIAH,KDEN,2/5/2020
AAL1947,,ad2862,KORD,KORD,2/5/2020
DAL1653,,a327ee,KSEA,KDEN,2/5/2020
UAL771,,a50119,KORD,KDFW,2/5/2020
RPA3430,,a9ffeb,KIAH,KDFW,2/5/2020
QXE2560,,a55736,KSEA,KPDX,2/5/2020
AAL2220,,ac81cc,KORD,KDFW,2/5/2020
QXE2252,,a4bcf1,KSEA,KSEA,2/5/2020
SWA1419,,a27380,KLAX,KLAS,2/5/2020
AAL739,,a7302f,KPHX,KORD,2/5/2020
UAL1891,,a76f46,KORD,KSFO,2/5/2020
AAL1442,,aaf83c,KORD,KPDX,2/5/2020
AAL2861,,ad8895,KLAX,KSFO,2/5/2020
ASA1111,,a793b1,KSEA,KSFO,2/5/2020
AAL687,,ac86af,KORD,KFLL,2/5/2020
DAL1258,,a15397,KLAX,KJFK,2/5/2020
AAL1503,,ac8cf1,KORD,KORD,2/5/2020
ATN3729,,aa4cf5,KPHX,KSEA,2/5/2020
UAL399,,aa9b82,KIAH,KSFO,2/5/2020
AAL2755,,ad9f7f,KDFW,KSEA,2/5/2020
UAL635,,a23a28,KORD,KSEA,2/5/2020
UAL1260,,a4fd62,KLAX,KLAS,2/5/2020
DAL1812,,a35e49,KLAX,KPDX,2/5/2020
QFA11,,7c806d,KLAX,KJFK,2/5/2020
ASA1622,,a2c43e,KSEA,KSJC,2/5/2020
UAL2377,,aa7238,KIAH,KDEN,2/5/2020
AAL2456,,ac18fe,KORD,KLAS,2/5/2020
SKW5859,,aa9d45,KORD,KORD,2/5/2020
ENY3323,,ab10cf,KDFW,KDFW,2/5/2020
AAL1366,,a0628f,KLAX,KLAS,2/5/2020
UAL501,,a76f68,KORD,KDEN,2/5/2020
NKS730,,a8af5f,KLAX,KORD,2/5/2020
ASA628,,a4b7d7,KSEA,KJFK,2/5/2020
DAL2708,,a03f24,KIAH,KJFK,2/5/2020
SKW3316,,a183d3,KLAX,KSJC,2/5/2020
EDV5513,,a42680,KDTW,KORD,2/5/2020
UAL2039,,a9ec06,KLAX,KORD,2/5/2020
UAL824,,aa2bc1,KLAX,KBOS,2/5/2020
UAL1403,,a899a2,KIAH,KORD,2/5/2020
AAL1784,,ab5257,KLAX,KDFW,2/5/2020
UAL1046,,a35843,KIAH,KLAS,2/5/2020
AAL884,,a0f566,KDFW,KDEN,2/5/2020
SKW5662,,accaf4,KORD,KDEN,2/5/2020
ASA885,,a84abd,KSEA,KSEA,2/5/2020
AAL1180,,a0a2bd,KDFW,KFLL,2/5/2020
SWA1325,,a577d4,KPHX,KLAS,2/5/2020
JAL4,,867f68,KORD,KJFK,2/5/2020
ASA28,,a5c899,KSEA,KORD,2/5/2020
SWA2202,,abb19c,KPHX,KSEA,2/5/2020
UAL1462,,a2b0cd,KSEA,KDEN,2/5/2020
AAL1146,,ad036e,KDTW,KDFW,2/5/2020
EDV4957,,acd68a,KORD,KJFK,2/5/2020
AAL1001,,acbffd,KDFW,KDFW,2/5/2020
UAL2293,,aa7e7d,KLAX,KDEN,2/5/2020
UAL718,,aba30b,KIAH,KSFO,2/5/2020
AAL1569,,aba281,KPHX,KBOS,2/5/2020
AAL2634,,ada296,KORD,KSFO,2/5/2020
JBU906,,a3f0bc,KORD,KJFK,2/5/2020
ASA86,,a29551,PANC,KSEA,2/5/2020
DAL1806,,a376ec,KLAX,KSFO,2/5/2020
PDT4994,,a8e32b,KDTW,KPHL,2/5/2020
SWA2165,,aca3d1,KPHX,KDEN,2/5/2020
DAL1174,,a6e12d,KLAX,KLAS,2/5/2020
UAL438,,a0acb6,KIAH,KSEA,2/5/2020
QXE2600,,a53725,KSEA,KPDX,2/5/2020
DAL2540,,a44988,KLAX,KSEA,2/5/2020
EJA419,,a4f6fe,KPHX,KLAS,2/5/2020
UAL2390,,a14b1a,KORD,KPDX,2/5/2020
AAL482,,a89086,KPHX,KDEN,2/5/2020
SKW5546,,a047db,KLAX,KSEA,2/5/2020
AAL1460,,acb0b9,KDFW,KPDX,2/5/2020
SWA2047,,aca788,KLAX,KSJC,2/5/2020
ASA1974,,a613e0,KSEA,KSFO,2/5/2020
SWA3827,,ab5b8c,KPHX,KPDX,2/5/2020
JBU1382,,a7e5c1,KIAH,KJFK,2/5/2020
AAL1401,,acdbee,KDFW,KLAS,2/5/2020
EDV4979,,a2af3e,KDTW,KJFK,2/5/2020
UAL1659,,a94b2e,KORD,KORD,2/5/2020
ENY4241,,a28f12,KIAH,KDFW,2/5/2020
UAL698,,aa2ba2,KSEA,KSFO,2/5/2020
SKW3100,,aa0300,KPHX,KDFW,2/5/2020
AAL235,,a1735d,KDFW,KPHL,2/5/2020
AAL2248,,a0cb68,KDFW,KSFO,2/5/2020
UAL1280,,aa7e36,KPHX,KORD,2/5/2020
SWA1828,,a58a67,KLAX,KSFO,2/5/2020
AAL1013,,acdd1b,KDFW,KDFW,2/5/2020
JBU312,,a35de5,KORD,KBOS,2/5/2020
NKS469,,a9046d,KDFW,KLAS,2/5/2020
SKW3536,,aaf253,KDTW,KSDF,2/5/2020
DAL2429,,a3f88e,KSEA,KSFO,2/5/2020
NKS939,,a93711,KIAH,KDEN,2/5/2020
DAL1045,,aba1a0,KDTW,KDEN,2/5/2020
UAL2160,,a8102a,KORD,KLAS,2/5/2020
SWA996,,a264a4,KLAX,KDEN,2/5/2020
AAL1853,,a0e431,KDFW,KBOS,2/5/2020
DAL1771,,a06a5a,KDTW,KDFW,2/5/2020
DAL629,,a3d3f0,KDTW,KLAS,2/5/2020
UAL708,,a2b060,KLAX,KSFO,2/5/2020
NKS903,,a6c436,KORD,KDFW,2/5/2020
UAL499,,a465df,KORD,KSFO,2/5/2020
DAL2398,,ad072a,KDTW,KORD,2/5/2020
DAL2806,,a452c4,KLAX,KDFW,2/5/2020
DAL2376,,acb10a,KDTW,KSEA,2/5/2020
DAL2164,,a120f3,KLAX,KJFK,2/5/2020
AAL2374,,a0b8fb,KLAX,KDFW,2/5/2020
AAL272,,ad727d,KORD,KJFK,2/5/2020
JBU1214,,a67c3a,KDFW,KBOS,2/5/2020
UAL2314,,a53ee2,KORD,KDEN,2/5/2020
AAL352,,ac91d4,KDFW,KSJC,2/5/2020
DAL1357,,ac5bf6,KDTW,KSFO,2/5/2020
SWA1723,,ac789b,KPHX,KDEN,2/5/2020
AAL2095,,a66346,KORD,KPHL,2/5/2020
AAL2431,,ad9003,KLAX,KORD,2/5/2020
AAL1270,,a0cc06,KPHX,KDFW,2/5/2020
ASQ4469,,a81bcc,KDTW,KORD,2/5/2020
ASA1670,,a73d45,KSEA,KDEN,2/5/2020
JSX415,,a2e5df,KPHX,KLAS,2/5/2020
ASA415,,a41d04,KLAX,KSEA,2/5/2020
ASA332,,a70333,KLAX,KFLL,2/5/2020
JBU224,,acf906,KLAX,KJFK,2/5/2020
DAL1140,,a4076a,KLAX,KPDX,2/5/2020
ASA1744,,a32a88,KSEA,KSFO,2/5/2020
ASA452,,a28de3,KLAX,KJFK,2/5/2020
AAL629,,a6fb32,KPHX,KPHL,2/5/2020
AAL157,,ad6ff2,KDFW,KLAS,2/5/2020
AAL834,,a4afbe,KLAX,KDFW,2/5/2020
AAL1258,,adac5d,KDFW,KORD,2/5/2020
AAL1620,,aca309,KPHX,KORD,2/5/2020
SWA1796,,a4cc5a,KPHX,KSFO,2/5/2020
UAL1160,,a0acbb,KIAH,KORD,2/5/2020
UAL462,,ac4717,KIAH,KLAS,2/5/2020
JBU324,,ad7ab8,KLAX,KJFK,2/5/2020
NKS1475,,a65170,KDTW,KLAS,2/5/2020
DAL1226,,a45072,KSEA,KLAS,2/5/2020
CPZ5752,,a7fa2d,KSEA,KPDX,2/5/2020
AAL238,,a03235,KLAX,KJFK,2/5/2020
DAL1881,,a02681,KIAH,KJFK,2/5/2020
RPA6139,,a1c935,KORD,KBOS,2/5/2020
UAL2458,,aa56b4,KIAH,KFLL,2/5/2020
AAL167,,a05776,KLAX,KBOS,2/5/2020
UAL2053,,a4dd51,KIAH,KBOS,2/5/2020
UAL301,,a62f93,KORD,KBOS,2/5/2020
UAL1815,,a46603,KIAH,KSFO,2/5/2020
AAL888,,acc1ee,KORD,KBOS,2/5/2020
FFT404,,ad2f24,KLAX,KDEN,2/5/2020
AAL2869,,ad64cd,KORD,KFLL,2/5/2020
AAL1844,,a657bf,KPHX,KSFO,2/5/2020
JBU2336,,a30c8e,KDTW,KBOS,2/5/2020
ENY4102,,a8dbbd,KORD,KSDF,2/5/2020
AAL2339,,ab8c37,KPHX,KJFK,2/5/2020
ASA1360,,a6504b,KLAX,KBOS,2/5/2020
UAL1874,,a4460e,KIAH,KDEN,2/5/2020
AAL2622,,aa8164,KLAX,KSDF,2/5/2020
AAL2635,,a0ddfb,KDFW,KDEN,2/5/2020
CPZ6033,,a1dc2a,KLAX,KSFO,2/5/2020
AAL2240,,acd838,KDFW,KSEA,2/5/2020
AAL402,,aa0aab,KIAH,KDFW,2/5/2020
ASA369,,a86717,KLAX,KPDX,2/5/2020
UAL2027,,a0ad1d,KIAH,KPHL,2/5/2020
AAL2412,,ad385f,KDFW,KORD,2/5/2020
SKW5600,,a0d6fb,KDFW,KSFO,2/5/2020
DAL2764,,a37aa3,KSEA,KDEN,2/5/2020
UAL613,,aa56d4,KLAX,KORD,2/5/2020
AAL1497,,adb476,KPHX,KORD,2/5/2020
AAL1328,,ab034d,KDFW,KPHL,2/5/2020
UAL1525,,ab3a0c,KIAH,KDFW,2/5/2020
UAL1101,,a583f5,KIAH,KDEN,2/5/2020
EDV5258,,ace1af,KDFW,KJFK,2/5/2020
SWA2178,,abe8b6,KLAX,KSJC,2/5/2020
ASA38,,a706ea,KSEA,KFLL,2/5/2020
